,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill
12,2021,ENTERPRISE CRUDE PIPELINE LLC,31.4331,-102.4379,CRUDE OIL,0.24,0.0,0.24,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,31.432322,-102.438316,0.99,rooftop,3600,Navajo Rd,,,Crane,TX,Crane County,79731,US,Crane,0.0
13,2021,"PLAINS PIPELINE, L.P.",27.9116451,-97.4153641,CRUDE OIL,0.9,0.0,0.9,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,27.910057,-97.414101,0.96,nearest_street,9640,County Rd 72,,,Taft,TX,San Patricio County,78390,US,TIGER/Line® dataset from the US Census Bureau,0.0
16,2021,"MAGELLAN CRUDE OIL PIPELINE COMPANY, L.P.",31.425864,-102.373901,CRUDE OIL,0.5,0.0,0.5,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,31.425687,-102.372935,0.99,rooftop,346,Longhorn Rd,,,Crane,TX,Crane County,79731,US,Crane,0.0
17,2021,"STATELINE CRUDE, LLC",31.95389,-103.7217,CRUDE OIL,35.0,0.0,35.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,31.95389,-103.7217,0.05,nearest_place,,,,,Mentone,TX,Loving County,79754,US,TIGER/Line® dataset from the US Census Bureau,0.0
18,2021,PERMIAN EXPRESS PARTNERS LLC,32.53136,-100.828848,CRUDE OIL,4.0,0.0,4.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,32.529458,-100.829567,0.96,nearest_street,3298,County Rd 4156,,,Hermleigh,TX,Scurry County,79526,US,TIGER/Line® dataset from the US Census Bureau,0.0
21,2021,PERMIAN EXPRESS PARTNERS LLC,32.530329,-100.829707,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,32.529901,-100.830838,0.99,rooftop,3240,County Rd 4156,,,Hermleigh,TX,Scurry County,79526,US,Scurry,0.0
22,2021,SUNOCO PIPELINE L.P.,32.070826,-96.474161,CRUDE OIL,0.8,0.0,0.8,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,32.074877,-96.477333,0.94,nearest_street,1198,S 29th St,,,Corsicana,TX,Navarro County,75110,US,TIGER/Line® dataset from the US Census Bureau,0.0
23,2021,ENTERPRISE CRUDE PIPELINE LLC,32.0004,-102.2698,CRUDE OIL,4.0,0.0,4.0,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,32.001773,-102.270138,0.99,rooftop,11801,W County Rd 58,,,Midland,TX,Midland County,79707,US,Midland,0.0
25,2021,MOBIL  PIPE  LINE COMPANY,30.067191,-94.708063,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.14,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.066546,-94.707458,0.99,rooftop,1510,Farm To Market Rd 160 N,,,Liberty,TX,Liberty County,77575,US,Liberty,0.14
27,2021,SUNOCO PIPELINE L.P.,32.070282,-96.474712,CRUDE OIL,10.0,0.0,10.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,32.074877,-96.477333,0.94,nearest_street,1198,S 29th St,,,Corsicana,TX,Navarro County,75110,US,TIGER/Line® dataset from the US Census Bureau,0.0
29,2021,"FLINT HILLS RESOURCES, LC",29.280951,-97.778427,CRUDE OIL,60.0,0.0,2.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.27738,-97.768029,0.92,nearest_street,118,W 10th St,,,Nixon,TX,Gonzales County,78140,US,TIGER/Line® dataset from the US Census Bureau,58.0
30,2021,"SHELL PIPELINE CO., L.P.",29.715556,-95.180556,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,42.0,0.0,42.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,29.715892,-95.181002,1.0,rooftop,300,Jefferson Rd,,,Pasadena,TX,Harris County,77506,US,Harris,0.0
31,2021,ENTERPRISE CRUDE PIPELINE LLC,29.348466,-94.938936,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,29.348466,-94.938936,0.23,nearest_place,,,,,Texas City,TX,Galveston County,77590,US,TIGER/Line® dataset from the US Census Bureau,0.0
35,2021,"PLAINS PIPELINE, L.P.",31.599108,-103.17198,CRUDE OIL,0.2,0.0,0.2,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,31.599108,-103.17198,0.1,nearest_place,,,,,Pyote,TX,Ward County,79777,US,TIGER/Line® dataset from the US Census Bureau,0.0
36,2021,"PLAINS PIPELINE, L.P.",32.993863,-102.790247,CRUDE OIL,0.5,0.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER,32.993863,-102.790247,0.14,nearest_place,,,,,Denver City,TX,Yoakum County,79323,US,TIGER/Line® dataset from the US Census Bureau,0.5
37,2021,ENTERPRISE CRUDE PIPELINE LLC,31.878745,-102.125956,CRUDE OIL,18.0,0.0,18.0,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,31.878745,-102.125956,0.09,nearest_place,,,,,Midland,TX,Midland County,79710,US,TIGER/Line® dataset from the US Census Bureau,0.0
41,2021,SUNOCO PIPELINE L.P.,30.63015,-96.256562,CRUDE OIL,0.2,0.0,0.2,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,30.629275,-96.256259,0.99,rooftop,3766,Roans Chapel Rd,,,College Station,TX,Brazos County,77845,US,Brazos,0.0
43,2021,SUNOCO PIPELINE L.P.,31.76948,-99.88618,CRUDE OIL,1000.0,0.0,1000.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,31.762601,-99.880957,0.94,nearest_street,,US 67,,,Ballinger,TX,Runnels County,76821,US,TIGER/Line® dataset from the US Census Bureau,0.0
45,2021,ENTERPRISE CRUDE PIPELINE LLC,29.61136,-95.18487,CRUDE OIL,5.0,0.0,5.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.609479,-95.185282,0.96,nearest_street,11131,State Hwy 3,,,Houston,TX,Harris County,77034,US,TIGER/Line® dataset from the US Census Bureau,0.0
47,2021,SUNOCO PIPELINE L.P.,34.575483,-100.383136,CRUDE OIL,50.0,0.0,50.0,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,34.575483,-100.383136,0.05,nearest_place,,,,,Carey,TX,Childress County,79222,US,TIGER/Line® dataset from the US Census Bureau,0.0
50,2021,ENTERPRISE CRUDE PIPELINE LLC,29.61504,-95.18286,CRUDE OIL,0.36,0.0,0.36,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.615362,-95.18431,0.99,rooftop,6849,E Sam Houston S Pkwy,,,Houston,TX,Harris County,77034,US,City of Houston,0.0
51,2021,"MAGELLAN CRUDE OIL PIPELINE COMPANY, L.P.",29.792991,-95.281093,CRUDE OIL,60.0,0.0,60.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.789355,-95.281822,0.95,nearest_street,8220,Wallisville Rd,,,Houston,TX,Harris County,77029,US,TIGER/Line® dataset from the US Census Bureau,0.0
53,2021,"PLAINS PIPELINE, L.P.",31.766045,-103.167426,CRUDE OIL,1.22,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,31.765417,-103.168403,0.99,rooftop,6479,County Rd 201,,,Wink,TX,Winkler County,79789,US,Winkler,1.22
56,2021,"MAGELLAN PIPELINE COMPANY, LP",33.832361,-98.2779,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,33.832508,-98.277524,1.0,rooftop,410,Brown Rd,,,Henrietta,TX,Clay County,76365,US,Clay,0.1
63,2021,CENTURION PIPELINE L.P.,32.00544,-102.041,CRUDE OIL,12.0,0.0,12.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,32.008849,-102.041534,0.95,nearest_street,2395,Industrial Ave,,,Midland,TX,Midland County,79706,US,TIGER/Line® dataset from the US Census Bureau,0.0
64,2021,MID - VALLEY PIPELINE CO,32.485514,-94.832977,CRUDE OIL,0.6,0.0,0.6,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,32.484884,-94.842554,0.93,nearest_street,200,Ashcraft Ln,,,Longview,TX,Gregg County,75604,US,TIGER/Line® dataset from the US Census Bureau,0.0
66,2021,SUNOCO PIPELINE L.P.,32.07707,-96.57279,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,77.82,0.0,77.82,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,32.07707,-96.57279,0.19,nearest_place,,,,,Corsicana,TX,Navarro County,75110,US,TIGER/Line® dataset from the US Census Bureau,0.0
68,2021,CENTURION PIPELINE L.P.,32.0022,-102.04707,CRUDE OIL,10.0,0.0,10.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,31.999446,-102.047233,0.96,nearest_street,300,S Fairgrounds Rd,,,Midland,TX,Midland County,79701,US,TIGER/Line® dataset from the US Census Bureau,0.0
69,2021,"DELEK CRUDE LOGISTICS, LLC.",32.50209,-94.84941,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,32.501152,-94.849083,0.99,rooftop,427,E Texaco Rd,,,White Oak,TX,Gregg County,75693,US,Gregg,0.0
72,2021,ENTERPRISE PRODUCTS OPERATING LLC,29.8542,-94.8917,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,15.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,29.853341,-94.89193,0.99,rooftop,1303,E Winfree Ave,,,Mont Belvieu,TX,Chambers County,77523,US,Chambers,15.0
73,2021,"MEDALLION OPERATING COMPANY, LLC",31.635009,-101.983946,CRUDE OIL,30.0,0.0,30.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,31.645516,-101.987587,0.91,nearest_street,29474,State Hwy 349,,,Midkiff,TX,Upton County,79755,US,TIGER/Line® dataset from the US Census Bureau,0.0
78,2021,"FLINT HILLS RESOURCES, LC",27.815376,-97.488726,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,3.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,27.814702,-97.48304,0.94,nearest_street,5998,County Rd 54,,,Corpus Christi,TX,Nueces County,78407,US,TIGER/Line® dataset from the US Census Bureau,3.0
81,2021,"PLAINS PIPELINE, L.P.",31.673967,-103.755979,CRUDE OIL,0.4,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,31.673214,-103.758395,0.96,nearest_street,2344,US Hwy 285,,,Pecos,TX,Reeves County,79772,US,TIGER/Line® dataset from the US Census Bureau,0.4
82,2021,"PLAINS PIPELINE, L.P.",31.80016,-103.27248,CRUDE OIL,1.7,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,31.80016,-103.27248,0.07,nearest_place,,,,,Wink,TX,Winkler County,79789,US,TIGER/Line® dataset from the US Census Bureau,1.7
83,2021,SUNOCO PIPELINE L.P.,30.618589,-94.969946,CRUDE OIL,174.0,0.0,174.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,30.617783,-94.971314,0.99,rooftop,2239,W FM 1988,,,Livingston,TX,Polk County,77351,US,Polk,0.0
84,2021,ENTERPRISE CRUDE PIPELINE LLC,28.9461,-95.4235,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,28.959636,-95.413709,0.89,nearest_street,715,330,,,Freeport,TX,Brazoria County,77541,US,TIGER/Line® dataset from the US Census Bureau,0.0
85,2021,ENTERPRISE PRODUCTS OPERATING LLC,28.585906,-96.918319,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2.0,1324.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,28.585906,-96.918319,0.11,nearest_place,,,,,Bloomington,TX,Calhoun County,77951,US,TIGER/Line® dataset from the US Census Bureau,1326.0
86,2021,"PLAINS PIPELINE, L.P.",31.991432,-102.445955,CRUDE OIL,33.4,0.0,33.4,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,31.991432,-102.445955,0.07,nearest_place,,,,,Gardendale,TX,Ector County,79758,US,TIGER/Line® dataset from the US Census Bureau,0.0
89,2021,"KINDER MORGAN LIQUID TERMINALS, LLC",29.72504,-95.20074,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,5.0,0.0,5.0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,29.725465,-95.203442,0.96,nearest_street,1277,N Witter St,,,Pasadena,TX,Harris County,77506,US,TIGER/Line® dataset from the US Census Bureau,0.0
91,2021,"MAGELLAN PIPELINE COMPANY, LP",31.81701472,-102.3341615,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,30.0,0.0,5.1,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,OTHER,,31.83211,-102.332219,0.9,nearest_street,2499,S Grandview Ave,,,Odessa,TX,Ector County,79766,US,TIGER/Line® dataset from the US Census Bureau,24.9
92,2021,EXPLORER PIPELINE CO,29.816358,-95.179689,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.3,0.0,0.3,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.816916,-95.179465,1.0,rooftop,6402,Uvalde Rd,,,Houston,TX,Harris County,77049,US,Greater Houston,0.0
94,2021,"EPIC CONSOLIDATED OPERATIONS, LLC",27.8272,-97.6163472,CRUDE OIL,0.32,0.0,0.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CRACK,27.827543,-97.620121,0.95,nearest_street,3109,Meadow Ln,,,Robstown,TX,Nueces County,78380,US,TIGER/Line® dataset from the US Census Bureau,0.32
96,2021,"EPIC CONSOLIDATED OPERATIONS, LLC",29.1754167,-100.330638,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,5628.0,2014.0,186.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,29.175417,-100.330638,0.05,nearest_place,,,,,Brackettville,TX,Kinney County,78832,US,TIGER/Line® dataset from the US Census Bureau,7456.0
97,2021,SUNOCO PIPELINE L.P.,32.73665,-99.82082,CRUDE OIL,195.0,0.0,195.0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,32.736573,-99.817416,0.96,nearest_street,2499,County Rd 373,,,Anson,TX,Jones County,79501,US,TIGER/Line® dataset from the US Census Bureau,0.0
98,2021,HARVEST MIDSTREAM COMPANY,28.501742,-98.855826,CRUDE OIL,15.0,0.0,15.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,28.500894,-98.856653,0.99,rooftop,933,Franklin Rd,,,Fowlerton,TX,La Salle County,78021,US,La Salle,0.0
99,2021,"FRONTIER MIDSTREAM SOLUTIONS IV,  LLC",32.0877,-102.0307,CRUDE OIL,1.5,0.0,1.5,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,32.08845,-102.032365,0.99,rooftop,4401,E County Rd 40,,,Stanton,TX,Martin County,79782,US,Midland,0.0
100,2021,"MAGELLAN PIPELINE COMPANY, LP",30.350864,-95.899305,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.88,0.0,0.88,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,30.351012,-95.899624,1.0,rooftop,10158,County Rd 311,,,Plantersville,TX,Grimes County,77363,US,Grimes,0.0
101,2021,EXPLORER PIPELINE CO,29.900874,-94.005656,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.6,0.0,0.6,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.899599,-94.008058,0.96,nearest_street,2100,61st St,,,Port Arthur,TX,Jefferson County,77640,US,TIGER/Line® dataset from the US Census Bureau,0.0
102,2021,ENTERPRISE CRUDE PIPELINE LLC,29.7594,-95.1425,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.75829,-95.141152,0.99,rooftop,2222,Appelt Dr,,,Houston,TX,Harris County,77015,US,City of Houston,0.0
104,2021,ENTERPRISE CRUDE PIPELINE LLC,29.82619,-94.88545,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,29.828493,-94.884976,0.96,nearest_street,10679,Langston Dr,,,Mont Belvieu,TX,Chambers County,77523,US,TIGER/Line® dataset from the US Census Bureau,0.0
106,2021,"SHELL PIPELINE CO., L.P.",29.716064,-95.187128,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.5,0.0,0.5,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,29.717077,-95.188796,0.99,rooftop,355,Olin,,,Pasadena,TX,Harris County,77506,US,Harris,0.0
107,2021,"MAGELLAN TERMINALS HOLDINGS, LP",29.7460223,-95.20283238,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.6,0.0,0.6,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,29.747823,-95.212612,0.92,nearest_street,2383,Federal Rd,,,Houston,TX,Harris County,77015,US,TIGER/Line® dataset from the US Census Bureau,0.0
109,2021,PHILLIPS 66 PIPELINE LLC,29.999096,-93.983862,CRUDE OIL,0.12,0.0,0.12,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.988412,-93.981895,0.91,nearest_street,100,Lnva Canal,,,Nederland,TX,Jefferson County,77627,US,TIGER/Line® dataset from the US Census Bureau,0.0
111,2021,COLONIAL PIPELINE CO,29.71901833,-95.17919497,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,16.0,0.0,16.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER,29.718772,-95.179564,1.0,rooftop,302,Jefferson,,,Pasadena,TX,Harris County,77506,US,Harris,0.0
112,2021,ENTERPRISE CRUDE PIPELINE LLC,29.7068,-95.2233,CRUDE OIL,0.2,0.0,0.2,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,29.706429,-95.223193,1.0,rooftop,1016,Lakin Ave,,,Pasadena,TX,Harris County,77506,US,Harris,0.0
113,2021,ENTERPRISE CRUDE PIPELINE LLC,29.609819,-95.183176,CRUDE OIL,3.0,0.0,3.0,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,29.609143,-95.181786,0.99,rooftop,11203,Galveston Rd,,,Houston,TX,Harris County,77034,US,Harris,0.0
114,2021,"MEDALLION OPERATING COMPANY, LLC",31.359555,-101.512208,CRUDE OIL,2.2,0.0,2.2,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,31.35985,-101.511608,1.0,rooftop,9220,N State Highway 137,,,Big Lake,TX,Reagan County,76932,US,Reagan,0.0
116,2021,SUNOCO PIPELINE L.P.,32.43749,-100.44141,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2608.0,0.0,2608.0,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,32.436656,-100.442076,0.99,rooftop,501,County Rd 143,,,Sweetwater,TX,Nolan County,79556,US,Nolan,0.0
117,2021,"NUSTAR LOGISTICS, L.P.",35.25701,-100.92478,CRUDE OIL,4.75,0.0,4.75,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,35.25701,-100.92478,0.05,nearest_place,,,,,Groom,TX,Gray County,79039,US,TIGER/Line® dataset from the US Census Bureau,0.0
119,2021,"SCM OPERATIONS, LLC",31.049119,-103.730864,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.8,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,31.049119,-103.730864,0.11,nearest_place,,,,,Saragosa,TX,Reeves County,79780,US,TIGER/Line® dataset from the US Census Bureau,0.8
120,2021,"KINDER MORGAN LIQUID TERMINALS, LLC",29.73189,-95.20501,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,14.0,0.0,14.0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,29.730951,-95.204089,0.99,rooftop,530,Witter St,,,Pasadena,TX,Harris County,77506,US,Greater Houston,0.0
122,2021,"PLAINS PIPELINE, L.P.",31.79256,-103.13336,CRUDE OIL,0.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,OTHER,,31.792838,-103.133703,1.0,rooftop,5475,County Rd 205,,,Kermit,TX,Winkler County,79745,US,Winkler,0.0
125,2021,ENTERPRISE PRODUCTS OPERATING LLC,29.719145,-95.060492,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,1.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.706376,-95.066946,0.9,nearest_street,1249,Miller Cut Off Rd,,,La Porte,TX,Harris County,77571,US,TIGER/Line® dataset from the US Census Bureau,1.1
129,2021,"WINK TO WEBSTER PIPELINE, LLC",30.2787778,-96.9438611,CRUDE OIL,3.25,0.0,3.25,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,30.279075,-96.945445,0.99,rooftop,4772,N US 77,,,Lincoln,TX,Lee County,78948,US,Capcog,0.0
132,2021,"WESTERN REFINING LOGISTICS, LP",31.806306,-103.814611,CRUDE OIL,12.0,0.0,12.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,31.802772,-103.814906,0.95,nearest_street,454,County Rd 440,,,Pecos,TX,Reeves County,79772,US,TIGER/Line® dataset from the US Census Bureau,0.0
