,IYEAR,OPERATOR_ID,NAME,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,COMMODITY_DETAILS,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATAL,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_EXPLAIN,SHUTDOWN_DATETIME,RESTART_DATETIME,NUM_PUB_EVACUATED,INCIDENT_IDENTIFIED_DATETIME,LOCATION_TYPE,INCIDENT_AREA_TYPE,INSTALLATION_YEAR,MATERIAL_INVOLVED,RELEASE_TYPE,PUNCTURE_AXIAL,PUNCTURE_CIRCUM,LEAK_TYPE,LEAK_TYPE_OTHER,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,SOIL_REMED_IND,WATER_CONTAM_IND,OTHER_POP_IND,OTHER_POP_YES_NO,USA_DRINKING_IND,USA_DRINKING_YES_NO,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER,PART_C_QUESTION_2_IND,CAUSE,CAUSE_DETAILS,net_spill
4151,2010,12470,MID - VALLEY PIPELINE CO,12/16/10 10:23,32.87476,-91.05339,CRUDE OIL,,,75.0,0.0,58.0,,,YES,,12/16/10 10:25,12/16/10 16:26,,12/16/10 10:23,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,1949.0,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,YES,YES,NO,,,,,1432.0,30942.0,15715.0,102443.0,0.0,NO,CORROSION FAILURE,INTERNAL CORROSION,17.0
4152,2010,15674,PLANTATION PIPE LINE CO,12/15/10 10:00,34.92544,-81.87765,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.36,0.0,0.36,,,,,,,,,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,40.0,300.0,2500.0,0.0,0.0,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,0.0
4153,2010,31684,CONOCOPHILLIPS,12/15/10 9:20,38.501817,-90.589072,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.5,0.0,0.0,,1.0,NO,PIPELINE WAS ALREADY SHUTDOWN,,,,12/15/10 9:20,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,,MATERIAL OTHER THAN CARBON STEEL,OTHER,,,,,NO,NO,NO,NO,,NO,YES,YES,YES,YES,60.0,0.0,0.0,0.0,0.0,YES,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.5
4154,2010,32450,"ROADRUNNER PIPELINE, L.L.C.",12/14/10 10:35,33.407,-102.448,CRUDE OIL,,,1.0,0.0,0.0,,,YES,,12/14/10 10:35,12/14/10 11:00,0.0,12/14/10 10:35,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,OTHER,,,,,,,,,,NO,,,,,0.0,200.0,0.0,0.0,0.0,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.0
4155,2010,22430,WEST SHORE PIPELINE CO,12/14/10 7:20,41.63156,-88.04958,CRUDE OIL,,,1760.0,,1760.0,,,YES,,12/14/10 7:30,12/16/10 16:18,0.0,12/14/10 7:30,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1954.0,CARBON STEEL,LEAK,,,OTHER,HIGH CURRENT ARC BURN,NO,YES,YES,YES,YES,YES,,,,,0.0,147320.0,9196220.0,10152365.0,0.0,YES,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT OR FACILITY,
4156,2010,22855,"KOCH PIPELINE COMPANY, L.P.",12/13/10 15:47,40.5566,-93.93892,CRUDE OIL,,,0.24,0.0,0.0,,,NO,,,,0.0,12/13/10 15:47,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,21.0,0.0,0.0,20000.0,0.0,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,0.24
4157,2010,9175,JAYHAWK PIPELINE LLC,12/13/10 9:30,37.4175,-100.7953,CRUDE OIL,,,0.24,0.0,0.19,,,NO,BOOSTER PUMP WAS ALREADY DOWN AND WAS LEFT DOWN TILL SEAL COULD BE REPLACED,,,,12/13/10 9:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,20.0,200.0,200.0,200.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.04999999999999999
4158,2010,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,12/12/10 9:35,38.34136,-97.66619,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,0.48,0.0,0.12,,,YES,,12/12/10 9:42,12/12/10 10:56,0.0,12/12/10 9:35,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,CRACK,,,,,,,NO,,,,,62.0,500.0,2000.0,200.0,0.0,YES,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.36
4159,2010,1845,"BUCKEYE PARTNERS, LP",12/11/10 15:30,42.1514,-83.163,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,29.0,0.0,29.0,,,NO,PUMP WAS IDLE AND SUBSEQUENTLY ISOLATED,,,0.0,12/11/10 15:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,1958.0,CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,NO,NO,NO,,NO,,,,,0.0,0.0,1096.0,6255.0,2163.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0
4160,2010,31618,ENTERPRISE PRODUCTS OPERATING LLC,12/10/10 15:28,43.72835,-94.73,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,PROPANE,4544.0,141.0,0.0,,,YES,,12/10/10 15:31,12/15/10 16:15,12.0,12/10/10 15:28,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1960.0,CARBON STEEL,MECHANICAL PUNCTURE,8,4.0,,,NO,NO,NO,NO,,NO,,,,,237477.0,79087.0,45565.0,0.0,0.0,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,4685.0
4161,2010,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",12/9/10 18:12,36.93117,-95.90781,CRUDE OIL,,,199.0,0.0,195.0,,,YES,,12/9/10 18:30,12/23/10 8:30,0.0,12/9/10 18:12,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",UNDERGROUND,1973.0,CARBON STEEL,LEAK,,,PINHOLE,,YES,YES,NO,NO,,YES,,,,,17413.0,46397.0,389430.0,3000.0,0.0,YES,CORROSION FAILURE,INTERNAL CORROSION,4.0
4162,2010,32109,ONEOK NGL PIPELINE LP,12/9/10 17:50,37.742029,-99.217775,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,3415.0,0.0,0.0,,,YES,,12/9/10 17:50,12/11/10 17:00,8.0,12/9/10 17:50,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1963.0,CARBON STEEL,MECHANICAL PUNCTURE,2.5,4.5,,,NO,NO,NO,NO,,NO,,,,,155075.0,61000.0,0.0,0.0,0.0,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,3415.0
4163,2010,32109,ONEOK NGL PIPELINE LP,12/9/10 16:17,35.203837,-98.06593,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,286.0,0.0,0.0,,,YES,,12/9/10 22:38,12/13/10 22:00,0.0,12/9/10 16:17,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",UNDERGROUND,1973.0,CARBON STEEL,MECHANICAL PUNCTURE,0.2,0.5,,,NO,NO,NO,NO,,NO,,,,,12987.0,74000.0,0.0,0.0,0.0,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY OPERATOR'S CONTRACTOR (SECOND PARTY),286.0
4164,2010,4805,EXPLORER PIPELINE CO,12/9/10 12:15,29.90087416,-94.00565624,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,2.0,,2.0,,,NO,SOURCE WAS ISOLATED FROM PIPELINE.,,,0.0,12/9/10 12:15,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",1971.0,CARBON STEEL,LEAK,,,CRACK,,NO,YES,NO,NO,,NO,,,YES,YES,25.0,570000.0,5000.0,0.0,0.0,NO,CORROSION FAILURE,EXTERNAL CORROSION,
4165,2010,395,AMOCO OIL CO,12/9/10 11:50,38.848525,-90.084617,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,0.23,0.0,0.23,,,NO,THE LINE WAS ALREADY DOWN,,,0.0,12/9/10 11:50,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,50.0,250.0,150.0,3000.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0
4166,2010,22610,"MAGELLAN PIPELINE COMPANY, LP",12/7/10 9:35,46.877218,-96.879506,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,1.42,0.0,1.0,,,,,,,,12/7/10 9:35,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",,,LEAK,,,OTHER,RETAINER ON BALL VALVE,,,,,,NO,YES,YES,,,200.0,1000.0,2000.0,2500.0,0.0,NO,NATURAL FORCE DAMAGE,TEMPERATURE,0.41999999999999993
4167,2010,31618,ENTERPRISE PRODUCTS OPERATING LLC,12/6/10 23:29,32.775943,-102.959437,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,Y-GRADE,1.0,1.6,0.0,,,YES,,12/6/10 23:29,12/14/10 8:00,0.0,12/6/10 23:29,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2007.0,CARBON STEEL,LEAK,,,CRACK,,NO,NO,NO,NO,,NO,,,,,50.0,1000.0,0.0,0.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.6
4168,2010,26303,UNOCAL PIPELINE CO - EASTERN REGION,12/6/10 13:00,32.540604,-95.701173,CRUDE OIL,,,3.0,0.0,3.0,,,YES,,12/6/10 13:15,,0.0,12/6/10 13:00,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1929.0,CARBON STEEL,LEAK,,,PINHOLE,,NO,NO,NO,NO,,NO,,,,,0.0,15000.0,200000.0,35000.0,0.0,YES,CORROSION FAILURE,EXTERNAL CORROSION,0.0
4169,2010,1845,"BUCKEYE PARTNERS, LP",12/6/10 12:07,40.61145,-74.23725,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,3.78,,3.78,,,NO,RELEASE OCCURRED ON A TANK WATER DRAW LINE,,,,12/6/10 12:07,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,1982.0,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,YES,YES,YES,NO,,,,,0.0,13500.0,35100.0,19000.0,0.0,NO,CORROSION FAILURE,INTERNAL CORROSION,
4170,2010,2552,COLONIAL PIPELINE CO,12/6/10 7:30,39.36139,-77.03778,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,1.17,0.0,1.0,,,,,,,,,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,150.0,2500.0,7745.0,0.0,0.0,NO,INCORRECT OPERATION,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",0.16999999999999993
4171,2010,22610,"MAGELLAN PIPELINE COMPANY, LP",12/6/10 5:15,36.1326083,-96.029061,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.19,0.0,0.19,,,,,,,,,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,30.0,0.0,500.0,0.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0
4172,2010,22610,"MAGELLAN PIPELINE COMPANY, LP",12/5/10 20:30,39.13805,-94.6025,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,0.6,0.0,0.6,,,YES,,12/5/10 20:30,12/6/10 0:30,,,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,CONNECTION FAILURE,,,,,,,NO,,,YES,YES,75.0,300.0,0.0,0.0,0.0,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,0.0
4173,2010,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,12/5/10 13:00,41.51718,-92.00372,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,ANHYDROUS AMMONIA,,0.98,0.0,0.0,,,YES,,12/5/10 13:15,12/7/10 11:00,0.0,12/5/10 14:00,PIPELINE RIGHT-OF-WAY,UNDERGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,66.0,0.0,0.0,1800.0,0.0,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.98
4174,2010,300,"PLAINS PIPELINE, L.P.",12/5/10 6:40,32.532127,-100.842157,CRUDE OIL,,,6.0,,6.0,,,YES,,12/5/10 6:40,12/5/10 8:00,,,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,NO,,NO,,,,,500.0,7500.0,3500.0,10000.0,0.0,NO,CORROSION FAILURE,INTERNAL CORROSION,
4175,2010,18718,SUNOCO PIPELINE L.P.,12/4/10 10:30,30.81167,-94.76787,CRUDE OIL,,,75.0,0.0,30.0,,,YES,,12/4/10 10:40,12/4/10 21:00,0.0,12/4/10 10:30,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1932.0,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,YES,YES,NO,,,,,3825.0,21778.0,28546.0,101191.0,0.0,YES,CORROSION FAILURE,INTERNAL CORROSION,45.0
4176,2010,31684,CONOCOPHILLIPS,12/3/10 16:27,33.936233,-98.496906,CRUDE OIL,,,0.83,,0.83,,,NO,LINE WAS ALREADY DOWN.,,,,,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,,,LEAK,,,PINHOLE,,,,,,,NO,,,,,75.0,12000.0,1800.0,2800.0,0.0,NO,CORROSION FAILURE,INTERNAL CORROSION,
4177,2010,1845,"BUCKEYE PARTNERS, LP",12/2/10 19:15,38.94905,-89.75185,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,500.0,0.0,10.3,,,YES,,12/2/10 19:50,12/9/10 22:10,0.0,12/2/10 19:50,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1951.0,CARBON STEEL,LEAK,,,CRACK,,NO,YES,YES,YES,YES,YES,,,,,50000.0,188580.0,666080.0,3804906.0,0.0,YES,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",489.7
4178,2010,2731,CHEVRON PIPE LINE CO,12/1/10 17:00,40.766643,-111.827358,CRUDE OIL,,,500.0,0.0,250.0,,,YES,,12/1/10 20:30,2/1/11 20:30,0.0,,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,,CARBON STEEL,OTHER,,,,,NO,YES,,YES,YES,NO,,,,,1092448.0,276656.0,7766523.0,5275771.0,6422527.0,YES,INCORRECT OPERATION,OTHER INCORRECT OPERATION,250.0
4179,2010,32109,ONEOK NGL PIPELINE LP,12/1/10 16:00,29.85635,-94.90781,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,83.0,579.0,0.0,,,YES,,12/1/10 16:01,12/2/10 13:30,0.0,12/1/10 16:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2010.0,MATERIAL OTHER THAN CARBON STEEL,OTHER,,,,,NO,NO,NO,NO,,NO,,,,,30862.0,55000.0,25000.0,0.0,18000.0,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,662.0
4180,2010,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",12/1/10 9:00,43.26707,-83.25139,CRUDE OIL,,,0.24,0.0,0.24,,,NO,THE NORTH BRANCH STATION WAS BYPASSED A SHUT DOWN WAS NOT REQUIRED.,,,0.0,12/1/10 9:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,0.0,50.0,0.0,10000.0,0.0,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0
