,IYEAR,OPERATOR_ID,NAME,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,COMMODITY_DETAILS,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATAL,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_EXPLAIN,SHUTDOWN_DATETIME,RESTART_DATETIME,NUM_PUB_EVACUATED,INCIDENT_IDENTIFIED_DATETIME,LOCATION_TYPE,INCIDENT_AREA_TYPE,INSTALLATION_YEAR,MATERIAL_INVOLVED,RELEASE_TYPE,PUNCTURE_AXIAL,PUNCTURE_CIRCUM,LEAK_TYPE,LEAK_TYPE_OTHER,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,SOIL_REMED_IND,WATER_CONTAM_IND,OTHER_POP_IND,OTHER_POP_YES_NO,USA_DRINKING_IND,USA_DRINKING_YES_NO,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER,PART_C_QUESTION_2_IND,CAUSE,CAUSE_DETAILS,net_spill
3809,2011,22855,"KOCH PIPELINE COMPANY, L.P.",12/11/11 18:00,32.29488,-97.13418,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,0.23,0.0,0.23,,,YES,,12/11/11 20:02,12/11/11 23:23,0.0,12/11/11 20:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,CONNECTION FAILURE,,,,,,,NO,,,,,32.0,65.0,600.0,0.0,0.0,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,0.0
3810,2011,18718,SUNOCO PIPELINE L.P.,12/11/11 12:00,32.06704,-96.4719,CRUDE OIL,,,0.71,0.0,0.0,,,NO,TANK HEADER WAS INACTIVE AT THE TIME OF THE RELEASE.,,,0.0,12/11/11 12:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,PINHOLE,,,,,,,NO,YES,YES,,,96.0,100.0,500.0,7000.0,0.0,NO,CORROSION FAILURE,INTERNAL CORROSION,0.71
3811,2011,22610,"MAGELLAN PIPELINE COMPANY, LP",12/10/11 10:50,40.31277,-95.72125,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,650.0,0.0,58.0,,,YES,,12/10/11 10:52,12/12/11 14:40,0.0,12/10/11 10:52,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",UNDERGROUND,1946.0,CARBON STEEL,MECHANICAL PUNCTURE,3,10.0,,,YES,YES,YES,YES,YES,YES,,,,,62384.0,31000.0,240000.0,1778261.0,131700.0,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,592.0
3812,2011,22610,"MAGELLAN PIPELINE COMPANY, LP",12/10/11 10:50,40.31277,-95.72125,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,2184.0,0.0,194.0,,,YES,,12/10/11 10:53,12/12/11 14:40,,12/10/11 10:54,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",UNDERGROUND,1950.0,CARBON STEEL,MECHANICAL PUNCTURE,3,14.0,,,YES,YES,YES,YES,YES,YES,,,,,95147.0,31000.0,240000.0,1779261.0,131700.0,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,1990.0
3813,2011,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,12/9/11 11:00,30.796962,-91.919893,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,ANHYDROUS AMMONIA,,3.06,0.0,0.0,,,YES,,12/9/11 11:40,12/15/11 0:00,0.0,12/9/11 11:00,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1997.0,CARBON STEEL,LEAK,,,CRACK,SENT FOR METALLURGICAL ANALYS,NO,YES,NO,NO,,NO,,,,,70.0,97000.0,10000.0,10000.0,0.0,YES,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",3.06
3814,2011,1248,BELLE FOURCHE PIPELINE CO,12/9/11 9:00,47.673856,-103.65985,CRUDE OIL,,,1000.0,,470.0,,,YES,,12/9/11 9:18,12/10/11 17:30,0.0,12/9/11 9:18,PIPELINE RIGHT-OF-WAY,UNDERGROUND,2008.0,CARBON STEEL,MECHANICAL PUNCTURE,1,1.0,,,NO,YES,NO,YES,YES,NO,,,,,47302.0,4737.0,5546.0,1940.0,0.0,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,
3815,2011,32109,ONEOK NGL PIPELINE LP,12/8/11 16:10,36.413056,-99.193611,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,360.0,0.0,0.0,,,YES,,12/8/11 16:35,12/9/11 20:48,0.0,12/8/11 16:10,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1975.0,CARBON STEEL,RUPTURE,,,,,NO,NO,NO,NO,,NO,,,,,14886.0,15085.0,1500.0,0.0,0.0,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,360.0
3816,2011,300,"PLAINS PIPELINE, L.P.",12/8/11 9:15,32.080874,-103.176847,CRUDE OIL,,,0.0,,0.0,,,NO,MAINTENANCE ACTIVITY - TANK WAS NOT IN SERVICE,,,0.0,12/8/11 9:15,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",,CARBON STEEL,OTHER,,,,,NO,NO,NO,NO,,NO,,,,,4750.0,190000.0,0.0,0.0,0.0,NO,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR NOT RELATED TO EXCAVATION AND NOT DUE TO MOTORIZED VEHICLE/EQUIPMENT DAMAGE,
3817,2011,30829,ENTERPRISE CRUDE PIPELINE LLC,12/7/11 13:00,33.68092,-97.075241,CRUDE OIL,,,1.0,0.0,0.0,,,,,,,,,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,CRACK,,,,,,,NO,,,,,95.0,10.0,0.0,4500.0,0.0,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,1.0
3818,2011,26303,UNOCAL PIPELINE CO - EASTERN REGION,12/6/11 23:30,29.9948,-93.9853,CRUDE OIL,,,31.0,0.0,27.0,,,YES,,12/6/11 23:30,12/10/11 18:30,0.0,12/6/11 23:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,1948.0,CARBON STEEL,LEAK,,,CRACK,,NO,YES,NO,NO,,NO,,,,,400.0,26500.0,17221.0,8000.0,0.0,NO,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",4.0
3819,2011,32109,ONEOK NGL PIPELINE LP,12/6/11 16:10,41.565497,-93.526862,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,ISO-BUTANE,0.24,0.1,0.0,,,YES,,12/6/11 16:10,12/6/11 17:40,0.0,12/6/11 16:10,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,30.0,15200.0,500.0,0.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.33999999999999997
3820,2011,1248,BELLE FOURCHE PIPELINE CO,12/6/11 11:00,47.907607,-103.650532,CRUDE OIL,,,800.0,,650.0,,,YES,,12/6/11 11:08,12/7/11 7:30,0.0,12/6/11 11:08,PIPELINE RIGHT-OF-WAY,UNDERGROUND,2008.0,CARBON STEEL,MECHANICAL PUNCTURE,3,9.5,,,NO,YES,NO,YES,YES,NO,,,,,10000.0,6232.0,5000.0,0.0,0.0,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,
3821,2011,2552,COLONIAL PIPELINE CO,12/6/11 3:45,33.59872,-85.82542,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,69.0,0.0,68.0,,,YES,,12/6/11 3:49,12/6/11 17:25,,,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,2011.0,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,CONNECTION FAILURE,,NO,YES,YES,YES,YES,YES,,,YES,YES,10000.0,20000.0,300000.0,500000.0,0.0,NO,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,1.0
3822,2011,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",12/3/11 14:05,29.43573,-95.121835,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,10.0,0.0,10.0,,,YES,,12/3/11 14:05,12/3/11 20:00,0.0,12/3/11 14:05,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,YES,NO,NO,,NO,YES,YES,,,150.0,1000.0,0.0,0.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0
3823,2011,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",12/1/11 17:50,29.43573,-95.121835,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.12,0.0,0.12,,,YES,,12/1/11 17:50,12/1/11 19:00,0.0,12/1/11 17:50,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",,,OVERFILL OR OVERFLOW,,,,,,,,,,NO,,,,,3.0,0.0,0.0,0.0,0.0,NO,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR NOT RELATED TO EXCAVATION AND NOT DUE TO MOTORIZED VEHICLE/EQUIPMENT DAMAGE,0.0
3824,2011,31174,"SHELL PIPELINE CO., L.P.",12/1/11 16:40,36.18992091,-120.3568058,CRUDE OIL,,,0.02,0.0,0.0,,,NO,"LINE WAS DOWN AT THE TIME OF THE INCIDENT, POWER OUTAGE",,,0.0,12/1/11 16:40,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,NO,NO,NO,,NO,YES,YES,,,0.0,340000.0,0.0,0.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.02
3825,2011,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",12/1/11 14:27,31.85557,-102.67191,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,5.0,0.0,0.0,,,YES,,12/1/11 14:30,12/4/11 21:00,0.0,12/1/11 14:27,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1928.0,CARBON STEEL,LEAK,,,OTHER,EXTERNAL CORROSION,NO,YES,NO,YES,YES,NO,,,,,500.0,20000.0,0.0,20000.0,0.0,YES,CORROSION FAILURE,EXTERNAL CORROSION,5.0
3826,2011,18718,SUNOCO PIPELINE L.P.,12/1/11 10:30,33.22053,-99.87124,CRUDE OIL,,,0.36,0.0,0.0,,,YES,,12/1/11 10:30,12/1/11 21:30,,,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,35.0,1650.0,2000.0,500.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.36
3827,2011,22610,"MAGELLAN PIPELINE COMPANY, LP",11/30/11 6:49,29.79428,-95.28162,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,1855.0,0.0,1855.0,,,YES,,12/1/11 3:15,,0.0,12/1/11 3:12,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2008.0,CARBON STEEL,LEAK,,,CONNECTION FAILURE,,NO,YES,NO,NO,,NO,YES,,,,0.0,50000.0,26500.0,18500.0,30000.0,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0
3828,2011,30829,ENTERPRISE CRUDE PIPELINE LLC,11/29/11 18:15,29.724843,-95.884289,CRUDE OIL,,,100.0,0.0,100.0,,,,,,,,11/29/11 18:15,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1976.0,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,YES,YES,YES,NO,,,,,10000.0,3500.0,0.0,5900000.0,0.0,YES,CORROSION FAILURE,EXTERNAL CORROSION,0.0
3829,2011,31618,ENTERPRISE PRODUCTS OPERATING LLC,11/22/11 3:37,30.16485,-93.35127,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,ETHANE,85.0,0.0,0.0,,,YES,,11/22/11 4:42,11/22/11 13:53,0.0,11/22/11 3:37,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2000.0,CARBON STEEL,LEAK,,,OTHER,BLEED PORT CONNECTION,NO,NO,NO,NO,,NO,,,,,2785.0,0.0,0.0,0.0,0.0,YES,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,85.0
3830,2011,32147,MARATHON PIPE LINE LLC,11/21/11 11:57,39.711344,-88.85166,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,0.01,0.0,0.01,,,YES,,11/21/11 11:59,11/22/11 7:22,0.0,11/21/11 11:57,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1958.0,CARBON STEEL,MECHANICAL PUNCTURE,1,0.2,,,NO,YES,NO,YES,YES,NO,,,,,1.0,660000.0,27000.0,2750.0,0.0,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,0.0
3831,2011,32044,BP USFO/LOGISTICS,11/21/11 10:15,40.588225,-74.222514,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,1.19,0.0,1.19,,,NO,THE LINE WAS NOT OPERATING AT THE TIME OF DISCOVERY,,,0.0,11/21/11 10:15,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,CONNECTION FAILURE,,,,,,,NO,YES,YES,,,200.0,1800.0,4500.0,7800.0,0.0,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0
3832,2011,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",11/20/11 9:30,47.68889,-95.41222,CRUDE OIL,,,0.48,0.0,0.48,,,NO,THE TANK MIXER WAS ISOLATED.,,,0.0,11/20/11 9:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,0.0,1100.0,0.0,2000.0,0.0,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0
3833,2011,22430,WEST SHORE PIPELINE CO,11/17/11 11:02,41.659288,-87.569198,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,16.6,0.0,16.6,,,YES,,11/17/11 11:13,11/22/11 4:48,0.0,11/17/11 11:02,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1996.0,CARBON STEEL,LEAK,,,CRACK,,NO,YES,NO,NO,,NO,,,YES,YES,0.0,313899.0,4000.0,142645.0,0.0,YES,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",0.0
3834,2011,30829,ENTERPRISE CRUDE PIPELINE LLC,11/16/11 11:20,35.94085,-96.7502,CRUDE OIL,,,140.0,,85.0,,,YES,,11/16/11 11:45,,,11/16/11 11:20,PIPELINE RIGHT-OF-WAY,UNDERGROUND,,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,,,,NO,,,,,5225.0,37731.0,10000.0,58695.0,0.0,YES,CORROSION FAILURE,INTERNAL CORROSION,
3835,2011,30829,ENTERPRISE CRUDE PIPELINE LLC,11/15/11 15:53,29.34578,-94.936904,CRUDE OIL,,,2490.0,,2490.0,,,YES,,11/15/11 16:00,11/23/11 8:00,,11/15/11 16:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",1979.0,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,YES,NO,YES,YES,NO,,,,,900.0,385000.0,0.0,0.0,0.0,NO,OTHER INCIDENT CAUSE,MISCELLANEOUS,
