,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill,incident_count
1716,2016,"MAGELLAN PIPELINE COMPANY, LP",29.79489,-95.28466,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,5.0,0.0,5.0,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,29.7941,-95.289261,0.95,nearest_street,7782,Grand Blvd,,,Houston,TX,Harris County,77020,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1718,2016,PHILLIPS 66 COMPANY - SWEENY REFINERY,29.074975,-95.732612,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,11.4,0.0,11.4,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,29.075339,-95.731746,0.99,rooftop,7922,Farm To Market Rd 524,,,Sweeny,TX,Brazoria County,77480,US,Brazoria,0.0,1
1719,2016,ENTERPRISE PRODUCTS OPERATING LLC,29.821878,-94.811713,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,34.1,0.0,25.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,29.821163,-94.811879,0.99,rooftop,214,Gou Hole Rd,,,Cove,TX,Chambers County,77523,US,Chambers,9.100000000000001,1
1721,2016,SUNOCO PIPELINE L.P.,29.78732,-94.40156,CRUDE OIL,0.22,0.0,0.22,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,29.786026,-94.400478,0.99,rooftop,1738,Hamilton Rd,,,Winnie,TX,Chambers County,77665,US,Chambers,0.0,1
1726,2016,HARVEST PIPELINE COMPANY,29.47097,-95.632929,CO2 (CARBON DIOXIDE),0.24,0.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,29.483037,-95.622078,0.9,nearest_street,2050,Lockwood Rd,,,Richmond,TX,Fort Bend County,77469,US,TIGER/Line® dataset from the US Census Bureau,0.24,1
1727,2016,ENTERPRISE PRODUCTS OPERATING LLC,29.91122222,-94.00944444,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.2,0.0,0.1,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,29.909074,-94.013875,0.94,nearest_street,6553,W Port Arthur Rd,,,Port Arthur,TX,Jefferson County,77640,US,TIGER/Line® dataset from the US Census Bureau,0.1,1
1728,2016,EXXONMOBIL PIPELINE CO,32.473589,-94.718594,CRUDE OIL,500.0,0.0,500.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,32.473887,-94.718884,1.0,rooftop,1501,Martin Luther King Jr Blvd,,,Longview,TX,Gregg County,75602,US,City of Longview,0.0,1
1732,2016,DCP MIDSTREAM,28.558649,-98.163536,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.98,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,28.558629,-98.16345,1.0,rooftop,123,Liska Rd,,,Three Rivers,TX,Live Oak County,78071,US,Live Oak,1.98,1
1733,2016,PHILLIPS 66 PIPELINE LLC,33.007445,-102.975571,CRUDE OIL,0.13,0.0,0.13,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,33.007952,-102.97466,0.99,rooftop,590,County Rd 340,,,Denver City,TX,Yoakum County,79323,US,Statewide Partial,0.0,1
1734,2016,"PLAINS PIPELINE, L.P.",32.02031,-102.01803,CRUDE OIL,25.0,0.0,25.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,32.020213,-102.018264,0.99,nearest_street,1179,N County Rd 1150,,,Midland,TX,Midland County,79705,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1735,2016,KINDER MORGAN CO2 CO. LP,32.78448,-102.77773,CO2 (CARBON DIOXIDE),0.38,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,32.78448,-102.77773,0.06,nearest_place,,,,,Seminole,TX,Gaines County,79360,US,TIGER/Line® dataset from the US Census Bureau,0.38,1
1736,2016,"BUCKEYE PARTNERS, LP",27.829994,-97.50026,CRUDE OIL,5.0,0.0,5.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,27.829994,-97.50026,0.25,nearest_place,,,,,Corpus Christi,TX,Nueces County,78409,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1739,2016,"ONEOK NGL PIPELINE, LLC",32.665279,-101.057856,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,4.2,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,32.664677,-101.05143,0.94,nearest_street,5407,County Rd 3115,,,Snyder,TX,Scurry County,79549,US,TIGER/Line® dataset from the US Census Bureau,4.2,1
1742,2016,ENTERPRISE PRODUCTS OPERATING LLC,29.90132,-94.00458,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.6,0.0,0.6,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,29.899599,-94.008058,0.95,nearest_street,2100,61st St,,,Port Arthur,TX,Jefferson County,77640,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1746,2016,"KINDER MORGAN LIQUID TERMINALS, LLC",29.72536,-95.20334,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,7.0,0.0,7.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.725465,-95.203442,0.99,nearest_street,1277,N Witter St,,,Pasadena,TX,Harris County,77506,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1748,2016,ENTERPRISE CRUDE PIPELINE LLC,34.091,-98.858,CRUDE OIL,0.2,0.0,0.2,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,34.091,-98.858,0.06,nearest_place,,,,,Harrold,TX,Wichita County,76364,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1749,2016,"MAGELLAN CRUDE OIL PIPELINE COMPANY, L.P.",29.79545,-95.28304,CRUDE OIL,4.0,0.0,4.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.7954,-95.281893,0.99,rooftop,7901,Wallisville Rd,,,Houston,TX,Harris County,77029,US,City of Houston,0.0,1
1750,2016,ENTERPRISE CRUDE PIPELINE LLC,29.745503,-95.128159,CRUDE OIL,0.5,0.0,0.5,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.749988,-95.126019,0.94,nearest_street,15882,San Jacinto Blvd,,,Houston,TX,Harris County,77015,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1751,2016,"PLAINS PIPELINE, L.P.",31.137224,-102.19236,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,31.13671,-102.193007,0.99,rooftop,800,County Rd 400,,,Mc Camey,TX,Upton County,79752,US,Upton,0.0,1
1755,2016,"MAGELLAN TERMINALS HOLDINGS, LP",29.74462,-95.20147,BIOFUEL / ALTERNATIVE FUEL(INCLUDING ETHANOL BLENDS),0.02,0.0,0.02,NO,,NO,,NO,CARBON STEEL,OTHER,,29.743939,-95.200106,0.99,rooftop,12901,American Petroleum Rd,,,Houston,TX,Harris County,77015,US,Greater Houston,0.0,1
1757,2016,KINDER MORGAN WINK PIPELINE LLC ,31.70798,-105.40839,CRUDE OIL,1.5,0.0,1.5,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,31.70798,-105.40839,0.02,nearest_place,,,,,Dell City,TX,Hudspeth County,79837,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1760,2016,PHILLIPS 66 PIPELINE LLC,29.994064,-93.986846,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.82,0.0,2.82,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.987979,-93.982982,0.93,nearest_street,560,Gage Ave,,,Nederland,TX,Jefferson County,77627,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1762,2016,SUNOCO PIPELINE L.P.,32.06784,-96.47049,CRUDE OIL,0.37,0.0,0.28,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,32.061999,-96.469949,0.94,nearest_street,1156,N Spikes Rd,,,Corsicana,TX,Navarro County,75110,US,TIGER/Line® dataset from the US Census Bureau,0.08999999999999997,1
1769,2016,ENTERPRISE PRODUCTS OPERATING LLC,31.9810444,-97.2807222,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,649.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,31.981238,-97.280209,1.0,rooftop,292,County Rd 1258,,,Whitney,TX,Hill County,76692,US,Hill,649.0,1
1770,2016,"NUSTAR LOGISTICS, L.P.",27.815402,-97.403012,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.48,0.0,1.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,27.815538,-97.403458,1.0,rooftop,1017,E Navigation Blvd,,,Corpus Christi,TX,Nueces County,78402,US,Nueces,2.48,1
1774,2016,ENTERPRISE CRUDE PIPELINE LLC,33.805501,-98.571215,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,33.808928,-98.562818,0.93,nearest_street,399,High Rd,,,Wichita Falls,TX,Archer County,76310,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1775,2016,DCP MIDSTREAM,30.50214,-100.58349,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.0,26.42,0.0,NO,,NO,,NO,CARBON STEEL,OTHER,,30.501941,-100.584005,1.0,rooftop,7950,Ranch Road 1691,,,Sonora,TX,Sutton County,76950,US,Sutton,26.42,1
1781,2016,ENTERPRISE CRUDE PIPELINE LLC,29.826148,-94.886076,CRUDE OIL,0.3,0.0,0.3,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.826481,-94.888661,0.96,nearest_street,10670,Langston Dr,,,Mont Belvieu,TX,Chambers County,77523,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1783,2016,CITGO PRODUCTS PIPELINE CO,29.84893,-94.895224,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,OTHER,,29.84851,-94.89503,1.0,rooftop,11140,N Sh,,,Mont Belvieu,TX,Chambers County,77523,US,Chambers,0.0,1
1784,2016,DCP MIDSTREAM,31.80071,-103.79157,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.12,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,31.80071,-103.79157,0.07,nearest_place,,,,,Orla,TX,Loving County,79770,US,TIGER/Line® dataset from the US Census Bureau,0.12,1
1786,2016,ENTERPRISE CRUDE PIPELINE LLC,29.74804,-95.127568,CRUDE OIL,0.1,0.0,0.1,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.750387,-95.127566,0.96,nearest_street,15823,San Jacinto Blvd,,,Houston,TX,Harris County,77015,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1787,2016,ENERGY TRANSFER COMPANY,31.219899,-103.333574,CRUDE OIL,11.5,0.0,8.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,31.22071,-103.333977,0.99,rooftop,1529,United States Highway 285 S,,,Pecos,TX,Reeves County,79772,US,Reeves,3.5,1
1788,2016,"BUCKEYE PARTNERS, LP",27.832444,-97.501889,CRUDE OIL,0.5,0.0,0.5,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,27.821891,-97.512491,0.9,nearest_street,7607,County Rd 54,,,Corpus Christi,TX,Nueces County,78409,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1792,2016,"MAGELLAN CRUDE OIL PIPELINE COMPANY, L.P.",29.79556,-95.27892,CRUDE OIL,5.0,0.0,5.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.795557,-95.277804,0.99,rooftop,3709,Amoor St,,,Houston,TX,Harris County,77029,US,City of Houston,0.0,1
1793,2016,"VITOL MIDSTREAM, LLC",31.651389,-101.757222,CRUDE OIL,6.3,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,31.651389,-101.757222,0.1,nearest_place,,,,,Midkiff,TX,Glasscock County,79755,US,TIGER/Line® dataset from the US Census Bureau,6.3,1
1797,2016,EXPLORER PIPELINE CO,30.84377614,-95.49514204,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.3,0.0,0.3,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,30.843794,-95.494972,1.0,rooftop,82,Louis Voan Rd,,,Huntsville,TX,Walker County,77320,US,Walker,0.0,1
1798,2016,ENTERPRISE CRUDE PIPELINE LLC,33.806372,-98.562914,CRUDE OIL,4.0,0.0,4.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,33.808928,-98.562818,0.96,nearest_street,399,High Rd,,,Wichita Falls,TX,Archer County,76310,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1799,2016,ENTERPRISE PRODUCTS OPERATING LLC,29.013562,-96.257299,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.5,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.013258,-96.257367,1.0,rooftop,138,County Rd 434th Rd,,,El Campo,TX,Wharton County,77437,US,Wharton,0.5,1
1800,2016,"PLAINS PIPELINE, L.P.",31.13488,-102.188698,CRUDE OIL,5.0,0.0,5.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,31.136292,-102.187554,0.99,rooftop,1657,Shell Rd,,,Mc Camey,TX,Upton County,79752,US,Upton,0.0,1
1803,2016,"CHAPARRAL ENERGY, LLC",36.202923,-100.920509,CO2 (CARBON DIOXIDE),1208.0,306.0,0.0,NO,,NO,,YES,CARBON STEEL,OTHER,,36.202923,-100.920509,0.06,nearest_place,,,,,Waka,TX,Ochiltree County,79093,US,TIGER/Line® dataset from the US Census Bureau,1514.0,1
1804,2016,SUNOCO PIPELINE L.P.,30.61829,-94.97073,CRUDE OIL,0.24,0.0,0.24,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,30.617783,-94.971314,1.0,rooftop,2239,W FM 1988,,,Livingston,TX,Polk County,77351,US,Polk,0.0,1
1806,2016,EXPLORER PIPELINE CO,30.84377614,-95.49514204,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.07,0.0,1.07,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.843794,-95.494972,1.0,rooftop,82,Louis Voan Rd,,,Huntsville,TX,Walker County,77320,US,Walker,0.0,1
1809,2016,"BUCKEYE PARTNERS, LP",27.8189044,-97.5079139,CRUDE OIL,0.4,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,27.819736,-97.508292,0.99,rooftop,7405,Up River Rd,,,Corpus Christi,TX,Nueces County,78409,US,Nueces,0.4,1
1813,2016,"TEXSTAR MIDSTREAM LOGISTICS, LP",29.21194,-98.40472,CRUDE OIL,168.0,0.0,18.0,NO,,NO,,YES,CARBON STEEL,OTHER,,29.211634,-98.404267,1.0,rooftop,20846,Lamm Rd,,,Elmendorf,TX,Bexar County,78112,US,Bexar,150.0,1
1815,2016,ENTERPRISE CRUDE PIPELINE LLC,32.021534,-102.046952,CRUDE OIL,60.0,0.0,60.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,32.022341,-102.045397,0.99,rooftop,2500,E Golf Course Rd,,,Midland,TX,Midland County,79706,US,Midland,0.0,1
1816,2016,SUNOCO PIPELINE L.P.,30.14044,-94.39876,CRUDE OIL,3.0,0.0,3.0,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,30.139633,-94.399461,0.99,rooftop,370,Highway 105 E,,,Sour Lake,TX,Hardin County,77659,US,Hardin,0.0,1
1818,2016,ENTERPRISE CRUDE PIPELINE LLC,33.569382,-98.716749,CRUDE OIL,19.0,0.0,19.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,33.558763,-98.714702,0.91,nearest_street,318,Tanner Rd,,,Archer City,TX,Archer County,76351,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1819,2016,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC",31.821045,-106.209621,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.03,0.0,0.03,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,31.814586,-106.208885,0.96,nearest_street,,US 62,,,El Paso,TX,El Paso County,79938,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1820,2016,"KINDER MORGAN LIQUID TERMINALS, LLC",29.72979,-95.22212,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,16.0,0.0,16.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,29.732605,-95.221556,0.96,nearest_street,573,Clinton Dr,,,Galena Park,TX,Harris County,77547,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1821,2016,"PLAINS PIPELINE, L.P.",32.01425,-102.00725,CRUDE OIL,20.0,0.0,20.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,32.011763,-102.005401,0.98,nearest_street,,I 20,,,Midland,TX,Midland County,79706,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1823,2016,DCP MIDSTREAM,29.089664,-96.626644,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2.48,0.0,0.0,NO,,NO,,NO,CARBON STEEL,OTHER,,29.089714,-96.626543,1.0,rooftop,6590,Farm To Market Rd 530,,,Edna,TX,Jackson County,77957,US,Jackson,2.48,1
1825,2016,HARVEST PIPELINE COMPANY,28.408293,-98.212383,CRUDE OIL,3.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,28.408066,-98.212059,1.0,rooftop,300,Farm To Market Rd 1042,,,Three Rivers,TX,Live Oak County,78071,US,Statewide Partial,3.0,1
1827,2016,"KINDER MORGAN LIQUID TERMINALS, LLC",29.72536,-95.20334,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.5,0.0,2.5,NO,,NO,,NO,CARBON STEEL,OTHER,,29.725465,-95.203442,0.99,nearest_street,1277,N Witter St,,,Pasadena,TX,Harris County,77506,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1828,2016,SUNOCO PIPELINE L.P.,32.45279,-100.35862,CRUDE OIL,8600.0,0.0,2000.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,32.46107,-100.361531,0.92,nearest_street,880,County Rd 220,,,Sweetwater,TX,Nolan County,79556,US,TIGER/Line® dataset from the US Census Bureau,6600.0,1
1829,2016,"PLAINS PIPELINE, L.P.",32.481377,-94.83639,CRUDE OIL,4.0,0.0,4.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,32.481357,-94.835136,0.99,rooftop,355,Private Road 2161,,,Longview,TX,Gregg County,75604,US,Gregg,0.0,1
1831,2016,"MAGELLAN PIPELINE COMPANY, LP",29.79637,-95.27905,CRUDE OIL,0.47,0.0,0.47,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.796547,-95.277816,0.99,rooftop,3815,Amoor St,,,Houston,TX,Harris County,77029,US,City of Houston,0.0,1
1833,2016,ENTERPRISE CRUDE PIPELINE LLC,32.016023,-102.015705,CRUDE OIL,0.8,0.0,0.8,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,32.016254,-102.015109,1.0,rooftop,1000,N County Rd 1150,,,Midland,TX,Midland County,79706,US,Midland,0.0,1
1842,2016,MOBIL  PIPE  LINE COMPANY,29.857514,-94.895203,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,4.4,0.0,0.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,29.857396,-94.895782,1.0,rooftop,11140,Farm To Market Rd 1942,,,Baytown,TX,Chambers County,77521,US,Chambers,4.4,1
1844,2016,COLONIAL PIPELINE CO,29.90848,-94.01228,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,15.0,0.0,15.0,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,29.907688,-94.013015,0.97,nearest_street,6501,W Port Arthur Rd,,,Port Arthur,TX,Jefferson County,77640,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1845,2016,PHILLIPS 66 PIPELINE LLC,33.93594,-98.49067,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.7,0.0,0.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER,33.937508,-98.490093,0.97,nearest_street,1400,Farm To Market Rd 171,,,Wichita Falls,TX,Wichita County,76305,US,TIGER/Line® dataset from the US Census Bureau,0.7,1
1848,2016,COLONIAL PIPELINE CO,29.90848,-94.01228,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,71.8,0.0,70.8,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,29.907688,-94.013015,0.97,nearest_street,6501,W Port Arthur Rd,,,Port Arthur,TX,Jefferson County,77640,US,TIGER/Line® dataset from the US Census Bureau,1.0,1
1852,2016,SUNOCO PARTNERS MARKETING & TERMINALS LP,29.99801,-93.98994,CRUDE OIL,0.1,0.0,0.0,NO,,YES,4.0,NO,CARBON STEEL,OTHER,,29.987979,-93.982982,0.91,nearest_street,560,Gage Ave,,,Nederland,TX,Jefferson County,77627,US,TIGER/Line® dataset from the US Census Bureau,0.1,1
1854,2016,DCP MIDSTREAM,29.337541,-96.678846,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,17.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,29.337541,-96.678846,0.04,nearest_place,,,,,Sublime,TX,Lavaca County,77986,US,TIGER/Line® dataset from the US Census Bureau,17.0,1
