,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill,incident_count
2764,2014,"MAGELLAN PIPELINE COMPANY, LP",32.53151,-100.85003,CRUDE OIL,0.12,0.0,0.12,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,32.53224,-100.85152,0.99,rooftop,2048,County Rd 4156,,,Hermleigh,TX,Scurry County,79526,US,Scurry,0.0,1
2769,2014,"PLAINS PIPELINE, L.P.",32.53193,-100.83051,CRUDE OIL,3.0,0.0,3.0,NO,,NO,,YES,,OVERFILL OR OVERFLOW,,32.531673,-100.830696,1.0,rooftop,3250,County Rd 4156,,,Hermleigh,TX,Scurry County,79526,US,Scurry,0.0,1
2775,2014,"PLAINS PIPELINE, L.P.",31.66159,-102.20698,CRUDE OIL,10.0,0.0,10.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,31.667313,-102.205215,0.94,nearest_street,14020,W FM 1787,,,Odessa,TX,Midland County,79766,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
2777,2014,"CHAPARRAL ENERGY, LLC",35.983,-101.409,CO2 (CARBON DIOXIDE),1.0,3693.0,0.0,NO,,NO,,YES,,LEAK,PINHOLE,35.983,-101.409,0.07,nearest_place,,,,,Morse,TX,Hutchinson County,79062,US,TIGER/Line® dataset from the US Census Bureau,3694.0,1
2778,2014,HOUSTON REFINING LP.,29.705972,-95.237834,CRUDE OIL,67.82,0.0,67.82,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,29.706746,-95.236877,0.97,nearest_street,9616,La Porte Fwy,,,Houston,TX,Harris County,77017,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
2784,2014,PHILLIPS 66 PIPELINE LLC,35.719298,-101.353026,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.35,0.0,0.35,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,35.719343,-101.352408,1.0,rooftop,100,Rocky Rd,,,Borger,TX,Hutchinson County,79007,US,Hutchinson,0.0,1
2787,2014,DCP MIDSTREAM,31.553051,-104.11549,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,473.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,OTHER,,31.553051,-104.11549,0.02,nearest_place,,,,,Orla,TX,Culberson County,79770,US,TIGER/Line® dataset from the US Census Bureau,473.0,1
2797,2014,"KOCH PIPELINE COMPANY, L.P.",26.650465,-98.460842,CRUDE OIL,25.0,0.0,22.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,26.650509,-98.469268,0.93,nearest_street,75,Valero Rd,,,Rio Grande City,TX,Starr County,78582,US,TIGER/Line® dataset from the US Census Bureau,3.0,1
2808,2014,"GENESIS PIPELINE TEXAS, L.P.",29.52225,-95.108347,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,,,LEAK,CRACK,29.522254,-95.108319,1.0,rooftop,20000,Galveston Rd,,,Webster,TX,Harris County,77598,US,Greater Houston,0.0,1
2810,2014,"PLAINS PIPELINE, L.P.",32.017924,-102.026822,CRUDE OIL,150.0,0.0,110.0,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,32.018219,-102.025527,0.99,rooftop,3400,E Hwy 80,,,Midland,TX,Midland County,79706,US,Midland,40.0,1
2812,2014,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",31.968284,-102.07291,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,890.0,0.0,103.0,NO,,NO,,NO,CARBON STEEL,MECHANICAL PUNCTURE,,31.968147,-102.072908,1.0,rooftop,2816,Rankin Hwy,,,Midland,TX,Midland County,79706,US,Midland,787.0,1
2814,2014,ENTERPRISE PRODUCTS OPERATING LLC,29.76673,-95.01269,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,NO,,NO,,NO,,OVERFILL OR OVERFLOW,,29.766044,-95.011795,0.99,rooftop,4227,Decker Dr,,,Baytown,TX,Harris County,77520,US,City of Houston,0.0,1
2815,2014,EXPLORER PIPELINE CO,29.906433,-94.149808,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,250.0,0.0,250.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,29.906393,-94.149742,1.0,rooftop,12253,Karnes Rd,,,Beaumont,TX,Jefferson County,77705,US,Jefferson,0.0,1
2817,2014,SUNOCO PIPELINE L.P.,31.4396,-98.14535,CRUDE OIL,2.0,0.0,0.0,NO,,NO,,YES,,LEAK,PINHOLE,31.439684,-98.145361,1.0,rooftop,628,Track Rd,,,Evant,TX,Coryell County,76525,US,Coryell,2.0,1
2827,2014,EXPLORER PIPELINE CO,33.03568558,-96.20079871,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.2,0.0,0.2,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,33.034985,-96.200739,1.0,rooftop,2844,County Rd 2168,,,Caddo Mills,TX,Hunt County,75135,US,Hunt,0.0,1
2828,2014,SKEISUI SPECIALTY CHEMICALS AMERICA,29.71927,-95.1986,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,744.05,0.0,298.78,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.71574,-95.200183,0.95,nearest_street,1041,Red Bluff Rd,,,Pasadena,TX,Harris County,77506,US,TIGER/Line® dataset from the US Census Bureau,445.27,1
