,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill,incident_count
3099,2013,"ONEOK NGL PIPELINE, LLC",29.854022,-94.892908,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,13.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,OTHER,,29.852989,-94.893298,0.99,rooftop,1619,Loop,,,Mont Belvieu,TX,Chambers County,77523,US,Chambers,13.0,1
3101,2013,SUNOCO PIPELINE L.P.,32.28981,-95.38024,CRUDE OIL,30.0,0.0,20.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,32.28995,-95.380478,1.0,rooftop,13210,County Rd 1124,,,Tyler,TX,Smith County,75709,US,Smith,10.0,1
3102,2013,ENTERPRISE CRUDE PIPELINE LLC,32.02343,-102.01767,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,NO,,LEAK,OTHER,32.023125,-102.019187,0.97,nearest_street,1321,N County Rd 1150,,,Midland,TX,Midland County,79705,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3103,2013,EXPLORER PIPELINE CO,30.84377614,-95.49514204,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.48,0.0,3.48,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.843794,-95.494972,1.0,rooftop,82,Louis Voan Rd,,,Huntsville,TX,Walker County,77320,US,Walker,0.0,1
3104,2013,ENTERPRISE CRUDE PIPELINE LLC,31.655975,-102.24834,CRUDE OIL,10.0,0.0,10.0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,31.659756,-102.259376,0.92,nearest_street,17221,W FM 1787,,,Odessa,TX,Midland County,79766,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3105,2013,ENTERPRISE CRUDE PIPELINE LLC,28.949448,-95.430748,CRUDE OIL,0.0,0.0,0.0,NO,,YES,2.0,NO,CARBON STEEL,OTHER,,28.949448,-95.430748,0.25,nearest_place,,,,,Jones Creek,TX,Brazoria County,77541,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3106,2013,PHILLIPS 66 PIPELINE LLC,35.265278,-101.890833,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,34.0,0.0,26.0,NO,,NO,,,CARBON STEEL,LEAK,OTHER,35.265515,-101.89107,1.0,rooftop,4300,Cliffside Rd,,,Amarillo,TX,Potter County,79124,US,Potter,8.0,1
3110,2013,"KINDER MORGAN LIQUID TERMINALS, LLC",29.72979,-95.22212,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,NO,,NO,,YES,,LEAK,OTHER,29.732605,-95.221556,0.96,nearest_street,573,Clinton Dr,,,Galena Park,TX,Harris County,77547,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3112,2013,SUNOCO PIPELINE L.P.,31.215,-97.4765,CRUDE OIL,5.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,31.226275,-97.474029,0.91,nearest_street,11208,White Flint Park Rd,,,Moody,TX,Bell County,76557,US,TIGER/Line® dataset from the US Census Bureau,5.0,1
3118,2013,ENTERPRISE PRODUCTS OPERATING LLC,36.086068,-101.046424,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,4.0,2200.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,36.086068,-101.046424,0.04,nearest_place,,,,,Waka,TX,Ochiltree County,79093,US,TIGER/Line® dataset from the US Census Bureau,2204.0,1
3123,2013,ENTERPRISE CRUDE PIPELINE LLC,29.146389,-96.0775,CRUDE OIL,150.0,0.0,150.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.146389,-96.0775,0.06,nearest_place,,,,,Danevang,TX,Wharton County,77432,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3127,2013,HFOTCO LLC,29.716471,-95.217226,CRUDE OIL,20.0,0.0,20.0,NO,,NO,,NO,CARBON STEEL,MECHANICAL PUNCTURE,,29.715703,-95.217237,0.99,rooftop,223,Brockman St,,,Pasadena,TX,Harris County,77506,US,Greater Houston,0.0,1
3128,2013,"NUSTAR LOGISTICS, L.P.",28.488488,-98.160559,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2752.0,0.0,817.0,NO,,NO,,YES,CARBON STEEL,RUPTURE,,28.477316,-98.166575,0.91,nearest_street,1774,Cherrydown Dr,,,Three Rivers,TX,Live Oak County,78071,US,TIGER/Line® dataset from the US Census Bureau,1935.0,1
3130,2013,"PLAINS PIPELINE, L.P.",32.531983,-100.841964,CRUDE OIL,0.5,0.0,0.5,NO,,NO,,YES,,LEAK,PINHOLE,32.532311,-100.842904,0.99,rooftop,2590,County Rd 4156,,,Hermleigh,TX,Scurry County,79526,US,Scurry,0.0,1
3131,2013,"MAGELLAN PIPELINE COMPANY, LP",32.39482,-99.75808,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,NO,,NO,,NO,,LEAK,CONNECTION FAILURE,32.394374,-99.757976,1.0,rooftop,2910,Gilmer Ave,,,Abilene,TX,Taylor County,79606,US,City of Abilene,0.0,1
3135,2013,"MAGELLAN PIPELINE COMPANY, LP",30.04236,-96.91462,CRUDE OIL,0.47,0.0,0.47,NO,,NO,,NO,,OTHER,,30.042689,-96.9148,1.0,rooftop,6334,S US 77,,,Giddings,TX,Fayette County,78942,US,Fayette,0.0,1
3137,2013,HOUSTON REFINING LP.,29.705972,-95.237834,CRUDE OIL,10.0,0.0,10.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.706746,-95.236877,0.97,nearest_street,9616,La Porte Fwy,,,Houston,TX,Harris County,77017,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3143,2013,ENTERPRISE CRUDE PIPELINE LLC,29.950028,-96.850184,CRUDE OIL,3.0,0.0,3.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.946181,-96.843295,0.93,nearest_street,5330,Bucky Rd,,,La Grange,TX,Fayette County,78945,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3144,2013,ENTERPRISE PRODUCTS OPERATING LLC,29.358902,-95.85094,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,OTHER,,29.358483,-95.851715,0.99,rooftop,15803,Hurta Rd,,,Needville,TX,Fort Bend County,77461,US,Fort Bend,0.0,1
3149,2013,"MAGELLAN PIPELINE COMPANY, LP",30.20382,-97.87389,CRUDE OIL,7.6,0.0,7.6,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,30.203834,-97.873862,1.0,rooftop,9208 1/2,Beckett Rd,,,Austin,TX,Travis County,78749,US,Capcog,0.0,1
3152,2013,EXXONMOBIL PIPELINE CO,32.483217,-94.831033,CRUDE OIL,0.48,0.0,0.48,NO,,YES,3.0,NO,CARBON STEEL,LEAK,OTHER,32.482236,-94.829492,0.99,rooftop,878,Private Road 2146,,,Longview,TX,Gregg County,75604,US,Gregg,0.0,1
3153,2013,SUNOCO PIPELINE L.P.,30.02448,-94.79471,CRUDE OIL,0.5,0.0,0.0,NO,,NO,,NO,,LEAK,PINHOLE,30.024092,-94.795293,0.98,nearest_street,120,River Bend Rd,,,Liberty,TX,Liberty County,77575,US,TIGER/Line® dataset from the US Census Bureau,0.5,1
3165,2013,ENTERPRISE PRODUCTS OPERATING LLC,29.765054,-95.0124,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,0.0,0.0,NO,,NO,,NO,CARBON STEEL,OTHER,,29.766044,-95.011795,0.99,rooftop,4227,Decker Dr,,,Baytown,TX,Harris County,77520,US,City of Houston,0.1,1
3166,2013,ENERGY TRANSFER COMPANY,29.04464,-97.49499,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,12.5,0.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,OTHER,,29.045547,-97.495207,0.99,rooftop,236,Metting Rd,,,Yorktown,TX,Dewitt County,78164,US,Dewitt,12.5,1
3171,2013,KINDER MORGAN CO2 CO. LP,32.10503,-101.46052,CO2 (CARBON DIOXIDE),2.8,0.0,0.0,NO,,NO,,,,LEAK,SEAL OR PACKING,32.11186,-101.462127,0.93,nearest_street,11204,Longshore Rd,,,Big Spring,TX,Howard County,79720,US,TIGER/Line® dataset from the US Census Bureau,2.8,1
3176,2013,THE DOW CHEMICAL COMPANY,29.04718,-95.35215,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.2,0.0,0.2,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.048633,-95.356189,0.95,nearest_street,7749,Stratton Ridge Rd,,,Freeport,TX,Brazoria County,77541,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3178,2013,ENTERPRISE CRUDE PIPELINE LLC,33.139747,-98.1214,CRUDE OIL,50.0,0.0,50.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,33.139768,-98.121013,1.0,rooftop,454,Brummett Ln,,,Jacksboro,TX,Jack County,76458,US,Jack,0.0,1
3181,2013,"PLAINS PIPELINE, L.P.",33.914949,-98.437029,CRUDE OIL,4.0,0.0,4.0,NO,,NO,,YES,,LEAK,PINHOLE,33.914117,-98.435795,0.99,rooftop,2110,Harding St,,,Wichita Falls,TX,Wichita County,76305,US,Wichita,0.0,1
3183,2013,"NUSTAR LOGISTICS, L.P.",28.63112,-98.789953,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,NO,,OTHER,,28.63112,-98.789953,0.04,nearest_place,,,,,Fowlerton,TX,McMullen County,78021,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3192,2013,EXPLORER PIPELINE CO,29.90087416,-94.00565624,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.0,0.0,2.0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,29.899599,-94.008058,0.96,nearest_street,2100,61st St,,,Port Arthur,TX,Jefferson County,77640,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3194,2013,"MAGELLAN PIPELINE COMPANY, LP",29.36555,-94.93971,CRUDE OIL,0.47,0.0,0.47,NO,,NO,,NO,,LEAK,SEAL OR PACKING,29.366089,-94.941328,0.97,nearest_street,681,Grant St,,,Texas City,TX,Galveston County,77591,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3195,2013,"KOCH PIPELINE COMPANY, L.P.",28.605919,-97.800378,CRUDE OIL,1.6,0.0,1.6,NO,,NO,,YES,,LEAK,CONNECTION FAILURE,28.605974,-97.801773,0.97,nearest_street,10213,US Hwy 181,,,Beeville,TX,Bee County,78102,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3199,2013,"PLAINS PIPELINE, L.P.",28.3563889,-99.571389,CRUDE OIL,220.0,0.0,220.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,RUPTURE,,28.356389,-99.571389,0.18,nearest_place,,,,,Catarina,TX,Dimmit County,78836,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3204,2013,VALERO TERMINALING AND DISTRIBUTION COMPANY,30.0095,-94.0594,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,21.0,0.0,21.0,NO,,NO,,,CARBON STEEL,LEAK,OTHER,30.015921,-94.048739,0.92,nearest_street,,US 69,,,Beaumont,TX,Jefferson County,77705,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3205,2013,SUNOCO PIPELINE L.P.,33.863,-97.9533,CRUDE OIL,150.0,0.0,90.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CRACK,33.863091,-97.953106,1.0,rooftop,888,Pump Station Rd,,,Ringgold,TX,Montague County,76261,US,Montague,60.0,1
3206,2013,"PLAINS PIPELINE, L.P.",33.914572,-98.440369,CRUDE OIL,20.0,0.0,20.0,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,33.913924,-98.443598,0.96,nearest_street,2009,Harding St,,,Wichita Falls,TX,Wichita County,76305,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3209,2013,COLONIAL PIPELINE CO,29.97523,-94.05578,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.3,0.0,0.3,NO,,NO,,YES,,OVERFILL OR OVERFLOW,,29.974613,-94.054941,0.99,rooftop,14713,W Port Arthur Rd,,,Beaumont,TX,Jefferson County,77705,US,Jefferson,0.0,1
3210,2013,ENTERPRISE CRUDE PIPELINE LLC,32.02064,-102.01648,CRUDE OIL,1.5,0.0,1.5,NO,,NO,,YES,,LEAK,CONNECTION FAILURE,32.020213,-102.018264,0.97,nearest_street,1179,N County Rd 1150,,,Midland,TX,Midland County,79705,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3211,2013,WEST TEXAS GULF PIPELINE CO,32.38719,-99.71718,CRUDE OIL,0.48,0.0,0.48,NO,,NO,,,,LEAK,SEAL OR PACKING,32.386977,-99.717768,1.0,rooftop,502,Hardison Ln,,,Abilene,TX,Taylor County,79602,US,City of Abilene,0.0,1
3217,2013,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",31.93856,-102.22691,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,4153.0,0.0,1119.0,NO,,NO,,NO,CARBON STEEL,MECHANICAL PUNCTURE,,31.926015,-102.216438,0.9,nearest_street,3300,S County Rd 1278,,,Midland,TX,Midland County,79706,US,TIGER/Line® dataset from the US Census Bureau,3034.0,1
3219,2013,WEST TEXAS GULF PIPELINE CO,32.49781,-98.63609,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,NO,,LEAK,SEAL OR PACKING,32.498202,-98.636465,1.0,rooftop,850,County Rd 471,,,Ranger,TX,Eastland County,76470,US,Eastland,0.0,1
3220,2013,WEST TEXAS GULF PIPELINE CO,30.83705,-95.17334,CRUDE OIL,7.0,0.0,7.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,30.835781,-95.169659,0.95,nearest_street,200,Evening Shade,,,Onalaska,TX,Polk County,77360,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3222,2013,ENTERPRISE CRUDE PIPELINE LLC,28.920722,-98.141111,CRUDE OIL,0.71,0.0,0.71,NO,,NO,,NO,,LEAK,CONNECTION FAILURE,28.920948,-98.141922,0.99,rooftop,14068,Farm To Market Rd 1344,,,Falls City,TX,Wilson County,78113,US,Wilson,0.0,1
3225,2013,CITGO PRODUCTS PIPELINE CO,28.61171,-97.09409,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,200.0,0.0,42.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,28.61171,-97.09409,0.08,nearest_place,,,,,Mcfaddin,TX,Victoria County,77973,US,TIGER/Line® dataset from the US Census Bureau,158.0,1
3230,2013,DOUBLE EAGLE PIPELINE LLC,28.41922,-97.9921,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.4,0.0,0.4,NO,,NO,,,,LEAK,OTHER,28.41928,-97.992419,1.0,rooftop,1675,Farm To Market Rd 799,,,Beeville,TX,Live Oak County,78102,US,Live Oak,0.0,1
3235,2013,ENTERPRISE CRUDE PIPELINE LLC,29.473497,-96.621621,CRUDE OIL,0.7,0.0,0.7,NO,,NO,,YES,,LEAK,OTHER,29.473497,-96.621621,0.15,nearest_place,,,,,Sheridan,TX,Colorado County,77475,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3238,2013,"KINDER MORGAN LIQUID TERMINALS, LLC",29.73069,-95.23189,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.0,0.0,3.0,NO,,NO,,,,LEAK,SEAL OR PACKING,29.731846,-95.232951,0.99,rooftop,1216,Clinton Dr,,,Galena Park,TX,Harris County,77547,US,City of Houston,0.0,1
3239,2013,ENTERPRISE CRUDE PIPELINE LLC,34.092292,-98.90449,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,YES,,LEAK,CONNECTION FAILURE,34.091521,-98.898642,0.94,nearest_street,13613,State Hwy 240,,,Electra,TX,Wichita County,76360,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3243,2013,ENTERPRISE CRUDE PIPELINE LLC,34.31371,-99.28394,CRUDE OIL,0.5,0.0,0.5,NO,,NO,,NO,,OVERFILL OR OVERFLOW,,34.314034,-99.283733,1.0,rooftop,18579,County Rd 105 N,,,Vernon,TX,Wilbarger County,76384,US,Wilbarger,0.0,1
3244,2013,ENTERPRISE CRUDE PIPELINE LLC,29.34551,-94.93573,CRUDE OIL,0.2,0.0,0.2,NO,,NO,,NO,,LEAK,CRACK,29.34551,-94.93573,0.22,nearest_place,,,,,Texas City,TX,Galveston County,77590,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3249,2013,MARATHON PIPE LINE LLC,29.763824,-95.012757,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.7,0.0,0.0,NO,,NO,,,,OTHER,,29.765977,-95.009133,0.95,nearest_street,3956,State Spur 330,,,Baytown,TX,Harris County,77520,US,TIGER/Line® dataset from the US Census Bureau,0.7,1
3252,2013,COLONIAL PIPELINE CO,29.90949,-94.26191,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,4.1,0.0,4.1,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.909782,-94.26239,1.0,rooftop,18592,Highway 124,,,Beaumont,TX,Jefferson County,77705,US,Jefferson,0.0,1
3253,2013,ENTERPRISE PRODUCTS OPERATING LLC,33.5890316,-102.4290155,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,33.589214,-102.428234,0.98,nearest_street,321,Battery Rd,,,Levelland,TX,Hockley County,79336,US,TIGER/Line® dataset from the US Census Bureau,1.0,1
3255,2013,SUNOCO PIPELINE L.P.,32.9392,-97.2963,CRUDE OIL,2.0,0.0,1.5,NO,,NO,,NO,,LEAK,PINHOLE,32.9398,-97.295932,1.0,rooftop,2975,Keller Hicks Rd,,,Fort Worth,TX,Tarrant County,76244,US,Tarrant County,0.5,1
