,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill,incident_count
530,2019,SOUTHCROSS NGL PIPELINE LTD.,27.889343,-97.263307,CRUDE OIL,0.5,0.0,0.5,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,27.886939,-97.27463,0.92,nearest_street,1024,Pvt Rd 87A,,,Portland,TX,San Patricio County,78374,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
531,2019,ENTERPRISE CRUDE PIPELINE LLC,32.3003976,-102.5425325,CRUDE OIL,0.36,0.0,0.36,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,32.300788,-102.541118,0.99,rooftop,1260,S US Highway 385,,,Andrews,TX,Andrews County,79714,US,Statewide Partial,0.0,1
534,2019,MARATHON PIPE LINE LLC,29.717218,-95.173258,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.1,0.0,3.1,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,29.717634,-95.172688,1.0,rooftop,427,N Preston,,,Pasadena,TX,Harris County,77506,US,Harris,0.0,1
535,2019,CENTURION PIPELINE L.P.,31.697475,-102.01391,CRUDE OIL,35.0,0.0,35.0,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,31.697475,-102.01391,0.04,nearest_place,,,,,Midkiff,TX,Midland County,79755,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
536,2019,"BUCKEYE PARTNERS, LP",27.816006,-97.505322,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,4.4,0.0,0.0,NO,,NO,,YES,CARBON STEEL,OTHER,,27.813556,-97.507241,0.98,nearest_street,,I 37,,,Corpus Christi,TX,Nueces County,78409,US,TIGER/Line® dataset from the US Census Bureau,4.4,1
543,2019,ENERGY TRANSFER COMPANY,27.793366,-97.554355,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2618.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,27.792097,-97.547502,0.93,nearest_street,248,Rand Morgan Rd,,,Corpus Christi,TX,Nueces County,78410,US,TIGER/Line® dataset from the US Census Bureau,2618.0,1
544,2019,"MAGELLAN TERMINALS HOLDINGS, LP",29.74933,-95.207138,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,0.0,0.1,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,29.749409,-95.212663,0.94,nearest_street,2200,Federal Rd,,,Houston,TX,Harris County,77015,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
545,2019,ENERGY TRANSFER COMPANY,32.75241,-100.97514,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,0.0,0.0,NO,,NO,,NO,CARBON STEEL,OTHER,,32.755175,-100.974986,0.96,nearest_street,4773,County Rd 254,,,Snyder,TX,Scurry County,79549,US,TIGER/Line® dataset from the US Census Bureau,0.1,1
546,2019,EXPLORER PIPELINE CO,32.809162,-97.101011,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.52,0.0,1.52,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,32.808229,-97.100364,0.99,rooftop,4300,N Collins St,,,Euless,TX,Tarrant County,76040,US,Tarrant County,0.0,1
548,2019,"BUCKEYE PARTNERS, LP",27.8189044,-97.5079139,CRUDE OIL,0.25,0.0,0.25,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,27.819736,-97.508292,0.99,rooftop,7405,Up River Rd,,,Corpus Christi,TX,Nueces County,78409,US,Nueces,0.0,1
551,2019,ENTERPRISE CRUDE PIPELINE LLC,28.94901,-95.4303,CRUDE OIL,10.0,0.0,10.0,NO,,NO,,YES,CARBON STEEL,OTHER,,28.94901,-95.4303,0.25,nearest_place,,,,,Jones Creek,TX,Brazoria County,77541,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
552,2019,ENTERPRISE CRUDE PIPELINE LLC,31.784867,-102.174602,CRUDE OIL,12.0,0.0,12.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,31.784867,-102.174602,0.05,nearest_place,,,,,Odessa,TX,Midland County,79765,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
556,2019,"EPIC CONSOLIDATED OPERATIONS, LLC",28.26072,-97.71679,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,10.0,7340.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,28.260816,-97.717387,0.98,nearest_street,1558,Farm To Market Rd 797,,,Skidmore,TX,Bee County,78389,US,TIGER/Line® dataset from the US Census Bureau,7350.0,1
558,2019,"MAGELLAN TERMINALS HOLDINGS, LP",29.748389,-95.201795,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,85.0,0.0,85.0,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,29.747823,-95.212612,0.92,nearest_street,2276,Federal Rd,,,Houston,TX,Harris County,77015,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
559,2019,SUNOCO PIPELINE L.P.,32.482,-94.83943,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,32.482527,-94.839521,1.0,rooftop,376,Private Road 2151,,,Longview,TX,Gregg County,75604,US,Gregg,0.0,1
561,2019,ENTERPRISE CRUDE PIPELINE LLC,29.7459,-95.1265,CRUDE OIL,1.07,0.0,1.07,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,29.749675,-95.124789,0.95,nearest_street,15950,San Jacinto Blvd,,,Houston,TX,Harris County,77015,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
562,2019,CENTURION PIPELINE L.P.,32.992788,-102.60837,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,32.992788,-102.60837,0.14,nearest_place,,,,,Seagraves,TX,Yoakum County,79359,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
567,2019,ENTERPRISE CRUDE PIPELINE LLC,29.70691,-95.2232,CRUDE OIL,40.0,0.0,40.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.706577,-95.222867,1.0,rooftop,1012,Lakin Ave,,,Pasadena,TX,Harris County,77506,US,Greater Houston,0.0,1
569,2019,"MAGELLAN PIPELINE COMPANY, LP",29.790507,-95.278738,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.0,0.0,2.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.78979,-95.278419,0.99,rooftop,8484,Wallisville St,,,Houston,TX,Harris County,77028,US,City of Houston,0.0,1
570,2019,"NUSTAR LOGISTICS, L.P.",33.91298,-98.43419,CRUDE OIL,1.29,0.0,0.71,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,33.913843,-98.435179,0.99,rooftop,2345,Harding St,,,Wichita Falls,TX,Wichita County,76305,US,Wichita,0.5800000000000001,1
571,2019,"FLINT HILLS RESOURCES, LC",27.827039,-97.196603,CRUDE OIL,0.24,0.0,0.24,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,27.826152,-97.194628,0.96,nearest_street,128,Farm To Market Rd 1069,,,Aransas Pass,TX,San Patricio County,78336,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
575,2019,"NUSTAR LOGISTICS, L.P.",27.81748,-97.40699,CRUDE OIL,18.75,0.0,18.75,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,27.815797,-97.402069,0.94,nearest_street,1099,Navigation Blvd,,,Corpus Christi,TX,Nueces County,78407,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
576,2019,ENTERPRISE CRUDE PIPELINE LLC,29.61403,-95.18273,CRUDE OIL,0.24,0.0,0.24,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.615362,-95.18431,0.99,rooftop,6849,E Sam Houston S Pkwy,,,Houston,TX,Harris County,77034,US,City of Houston,0.0,1
577,2019,"DELEK CRUDE LOGISTICS, LLC.",33.06677,-95.856941,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,11437.0,0.0,9056.0,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,33.06677,-95.856941,0.09,nearest_place,,,,,Lone Oak,TX,Hopkins County,75453,US,TIGER/Line® dataset from the US Census Bureau,2381.0,1
578,2019,ENTERPRISE PRODUCTS OPERATING LLC,30.009092,-94.060381,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,0.0,0.1,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.016426,-94.049162,0.92,nearest_street,,US 69,,,Beaumont,TX,Jefferson County,77705,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
580,2019,SUNOCO PARTNERS MARKETING & TERMINALS LP,29.991667,-93.991388,CRUDE OIL,0.45,0.0,0.45,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.983909,-93.991624,0.93,nearest_street,800,Helena Ave,,,Nederland,TX,Jefferson County,77627,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
583,2019,TARGA DOWNSTREAM LLC,32.31582,-97.52846,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.7,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,32.315971,-97.527241,0.99,rooftop,7320,W US Highway 67,,,Godley,TX,Johnson County,76044,US,Johnson,1.7,1
587,2019,KINDER MORGAN WINK PIPELINE LLC ,31.73093,-105.21154,CRUDE OIL,4.6,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,31.73093,-105.21154,0.07,nearest_place,,,,,Salt Flat,TX,Hudspeth County,79847,US,TIGER/Line® dataset from the US Census Bureau,4.6,1
590,2019,ENTERPRISE PRODUCTS OPERATING LLC,29.93701,-94.309314,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.0,4.0,1.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.93701,-94.309314,0.08,nearest_place,,,,,Hamshire,TX,Jefferson County,77622,US,TIGER/Line® dataset from the US Census Bureau,4.0,1
592,2019,VALERO PARTNERS OPERATING CO. LLC,29.995764,-94.077853,CRUDE OIL,86.0,0.0,86.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,OTHER,,29.985348,-94.07085,0.91,nearest_street,2500,Hebert Rd,,,Beaumont,TX,Jefferson County,77705,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
593,2019,PHILLIPS 66 PIPELINE LLC,30.00589,-93.97616,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,NO,CARBON STEEL,OTHER,,29.997878,-93.96646,0.91,nearest_street,899,W Dr,,,Port Neches,TX,Jefferson County,77651,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
594,2019,DCP MIDSTREAM,29.59975,-95.19464,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,18.2,0.0,0.0,NO,,NO,,YES,CARBON STEEL,OTHER,,29.599846,-95.194296,1.0,rooftop,13106,Scarsdale Blvd,,,Houston,TX,Harris County,77034,US,City of Houston,18.2,1
597,2019,"MAGELLAN PIPELINE COMPANY, LP",32.530162,-100.849262,CRUDE OIL,0.36,0.0,0.36,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,32.530102,-100.850821,0.99,rooftop,2090,County Rd 4156,,,Hermleigh,TX,Scurry County,79526,US,Scurry,0.0,1
598,2019,KINDER MORGAN CO2 CO. LP,32.99591,-102.81728,CO2 (CARBON DIOXIDE),23.83,9880.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,32.996908,-102.81846,0.99,rooftop,2681,State Highway 214,,,Denver City,TX,Yoakum County,79323,US,Yoakum,9903.83,1
600,2019,EXXONMOBIL PIPELINE CO,29.5208806,-95.1061667,CRUDE OIL,2.0,0.0,1.9,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.522949,-95.104331,0.96,nearest_street,19543,State Hwy 3,,,Webster,TX,Harris County,77598,US,TIGER/Line® dataset from the US Census Bureau,0.10000000000000009,1
602,2019,CENTURION PIPELINE L.P.,32.031,-102.5059,CRUDE OIL,20.0,0.0,20.0,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,32.031416,-102.503401,0.96,nearest_street,3025,Farm To Market Rd 1936,,,Goldsmith,TX,Ector County,79741,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
604,2019,"ONEOK NGL PIPELINE, LLC",29.8458591,-94.9084572,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.18,3.24,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,29.845859,-94.908457,0.47,nearest_place,,,,,Mont Belvieu,TX,Chambers County,77523,US,TIGER/Line® dataset from the US Census Bureau,3.4200000000000004,1
606,2019,SUNOCO PARTNERS MARKETING & TERMINALS LP,29.997984,-93.990191,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.987979,-93.982982,0.91,nearest_street,560,Gage Ave,,,Nederland,TX,Jefferson County,77627,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
607,2019,ORYX DELAWARE OIL TRANSPORT LLC,31.427671,-102.450536,CRUDE OIL,3.5,0.0,3.5,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,31.427671,-102.450536,0.08,nearest_place,,,,,Crane,TX,Crane County,79731,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
608,2019,SUNOCO PIPELINE L.P.,30.14054,-94.39903,CRUDE OIL,3.0,0.0,3.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,30.139633,-94.399461,0.99,rooftop,370,Highway 105 E,,,Sour Lake,TX,Hardin County,77659,US,Hardin,0.0,1
610,2019,MOTIVA ENTERPRISE LLC,29.850926,-93.956001,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.17,0.0,0.17,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,29.857801,-93.950437,0.92,nearest_street,570,Foley Ave,,,Port Arthur,TX,Jefferson County,77640,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
611,2019,"MAGELLAN OPERATING COMPANY, LLC",29.729928,-95.161296,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,40.0,0.0,40.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,OTHER,,29.719379,-95.171709,0.9,nearest_street,200,N Preston Rd,,,Pasadena,TX,Harris County,77503,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
612,2019,ENTERPRISE PRODUCTS OPERATING LLC,31.743125,-98.373875,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,23.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,31.743244,-98.374496,1.0,rooftop,7585,Highway 1702,,,Gustine,TX,Comanche County,76455,US,Comanche,23.0,1
613,2019,"NUSTAR LOGISTICS, L.P.",35.68876,-101.34716,CRUDE OIL,24.69,0.0,18.45,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,35.689272,-101.348471,0.99,rooftop,491,Finkleen Rd,,,Borger,TX,Hutchinson County,79007,US,Hutchinson,6.240000000000002,1
615,2019,"PLAINS PIPELINE, L.P.",27.8298459,-97.1975004,CRUDE OIL,0.5,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,27.83081,-97.196177,0.99,rooftop,378,Farm To Market Rd 1069,,,Aransas Pass,TX,San Patricio County,78336,US,Statewide Partial,0.5,1
617,2019,ENTERPRISE CRUDE PIPELINE LLC,32.0162,-102.01595,CRUDE OIL,15.0,0.0,15.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,32.016254,-102.015109,1.0,rooftop,1000,N County Rd 1150,,,Midland,TX,Midland County,79706,US,Midland,0.0,1
619,2019,"EPIC CONSOLIDATED OPERATIONS, LLC",27.8294937,-97.6138882,CRUDE OIL,242.0,0.0,205.0,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,27.827543,-97.620121,0.94,nearest_street,3109,Meadow Ln,,,Robstown,TX,Nueces County,78380,US,TIGER/Line® dataset from the US Census Bureau,37.0,1
620,2019,"PLAINS PIPELINE, L.P.",32.16311,-101.47822,CRUDE OIL,1.5,0.0,1.5,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,32.163876,-101.478036,0.98,nearest_street,6549,Longshore Rd,,,Big Spring,TX,Howard County,79720,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
623,2019,DCP MIDSTREAM,31.78229,-102.24995,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,0.1,0.1,NO,,NO,,NO,CARBON STEEL,OTHER,,31.78229,-102.24995,0.09,nearest_place,,,,,Odessa,TX,Midland County,79766,US,TIGER/Line® dataset from the US Census Bureau,0.1,1
626,2019,ENTERPRISE PRODUCTS OPERATING LLC,30.011069,-94.05722,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.07,3.93,1.07,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,30.016426,-94.049162,0.94,nearest_street,,US 69,,,Beaumont,TX,Jefferson County,77705,US,TIGER/Line® dataset from the US Census Bureau,3.9299999999999997,1
628,2019,ENTERPRISE CRUDE PIPELINE LLC,32.0227,-102.0183,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,32.02223,-102.019409,0.99,rooftop,1217,N County Rd 1150,,,Midland,TX,Midland County,79706,US,Midland,0.0,1
630,2019,ENTERPRISE CRUDE PIPELINE LLC,29.30545,-97.40051,CRUDE OIL,4.0,0.0,4.0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,29.307025,-97.408006,0.93,nearest_street,9098,County Rd 192,,,Gonzales,TX,Gonzales County,78629,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
631,2019,"KINDER MORGAN LIQUID TERMINALS, LLC",29.72708,-95.21915,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,29.732643,-95.219893,0.94,nearest_street,491,Clinton Dr,,,Galena Park,TX,Harris County,77547,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
632,2019,CENTURION PIPELINE L.P.,32.00482,-102.04012,CRUDE OIL,0.5,0.0,0.5,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,OTHER,,32.008849,-102.041534,0.95,nearest_street,2395,Industrial Ave,,,Midland,TX,Midland County,79706,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
633,2019,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC",29.8561111,-94.9019444,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,5.0,1343.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.856393,-94.900861,0.99,rooftop,10902,Fitzgerald Rd,,,Baytown,TX,Chambers County,77521,US,Chambers,1348.0,1
634,2019,"EQUISTAR CHEMICALS, L.P.",29.041033,-95.366683,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.18,12.6,0.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.041916,-95.366604,0.99,rooftop,2527,Stratton Ridge Rd,,,Clute,TX,Brazoria County,77531,US,Brazoria,12.78,1
635,2019,"KINDER MORGAN LIQUID TERMINALS, LLC",29.728549,-95.202147,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.28,0.0,0.28,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,29.729564,-95.203381,0.99,rooftop,1400,N Witter,,,Pasadena,TX,Harris County,77506,US,City of Houston,0.0,1
637,2019,"EPIC CONSOLIDATED OPERATIONS, LLC",29.789161,-100.616425,CRUDE OIL,10460.0,0.0,150.0,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,29.789161,-100.616425,0.14,nearest_place,,,,,Carta Valley,TX,Edwards County,78835,US,TIGER/Line® dataset from the US Census Bureau,10310.0,1
638,2019,TARGA DOWNSTREAM LLC,32.777729,-97.640543,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,50.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,32.786563,-97.645162,0.92,nearest_street,4781,White Settlement Rd,,,Weatherford,TX,Parker County,76087,US,TIGER/Line® dataset from the US Census Bureau,50.1,1
