,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill,incident_count
3823,2011,"KINDER MORGAN LIQUID TERMINALS, LLC",29.43573,-95.121835,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.12,0.0,0.12,NO,,NO,,YES,,OVERFILL OR OVERFLOW,,29.437701,-95.1196,0.96,nearest_street,8200,Farm To Market Rd 517,,,Dickinson,TX,Galveston County,77539,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3825,2011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",31.85557,-102.67191,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,5.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,31.85557,-102.67191,0.08,nearest_place,,,,,Notrees,TX,Ector County,79759,US,TIGER/Line® dataset from the US Census Bureau,5.0,1
3826,2011,SUNOCO PIPELINE L.P.,33.22053,-99.87124,CRUDE OIL,0.36,0.0,0.0,NO,,NO,,YES,,LEAK,SEAL OR PACKING,33.220613,-99.871938,1.0,rooftop,6417,State Highway 6 N,,,Rule,TX,Haskell County,79547,US,Haskell,0.36,1
3827,2011,"MAGELLAN PIPELINE COMPANY, LP",29.79428,-95.28162,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1855.0,0.0,1855.0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,29.7954,-95.281893,0.99,rooftop,7901,Wallisville Rd,,,Houston,TX,Harris County,77029,US,City of Houston,0.0,1
3828,2011,ENTERPRISE CRUDE PIPELINE LLC,29.724843,-95.884289,CRUDE OIL,100.0,0.0,100.0,NO,,NO,,,CARBON STEEL,LEAK,PINHOLE,29.724231,-95.884783,0.99,rooftop,5020,Fulshear Katy,,,Fulshear,TX,Fort Bend County,77441,US,Fort Bend,0.0,1
3835,2011,ENTERPRISE CRUDE PIPELINE LLC,29.34578,-94.936904,CRUDE OIL,2490.0,0.0,2490.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.34578,-94.936904,0.22,nearest_place,,,,,Texas City,TX,Galveston County,77590,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3836,2011,TRANSMONTAIGNE OPERATING COMPANY L.P.,25.964238,-97.381096,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1330.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,25.962502,-97.380102,0.96,nearest_street,700,Anchor Rd,,,Brownsville,TX,Cameron County,78521,US,TIGER/Line® dataset from the US Census Bureau,1330.0,1
3838,2011,"PLAINS PIPELINE, L.P.",32.599125,-100.76886,CRUDE OIL,90.0,0.0,90.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,32.599073,-100.768588,1.0,rooftop,9135,County Rd 4105,,,Hermleigh,TX,Scurry County,79526,US,Scurry,0.0,1
3840,2011,ENTERPRISE CRUDE PIPELINE LLC,33.86345,-97.953363,CRUDE OIL,1.5,0.0,0.0,NO,,NO,,,,LEAK,OTHER,33.863091,-97.953106,1.0,rooftop,888,Pump Station Rd,,,Ringgold,TX,Montague County,76261,US,Montague,1.5,1
3847,2011,"PLAINS PIPELINE, L.P.",31.89631,-102.56548,CRUDE OIL,80.0,0.0,80.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,31.89631,-102.56548,0.22,nearest_place,,,,,Odessa,TX,Ector County,79768,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3848,2011,SUNOCO PIPELINE L.P.,32.26812,-101.40486,CRUDE OIL,0.48,0.0,0.0,NO,,NO,,,,LEAK,CONNECTION FAILURE,32.267497,-101.403995,0.99,nearest_street,,I 20,,,Big Spring,TX,Howard County,79720,US,TIGER/Line® dataset from the US Census Bureau,0.48,1
3851,2011,ENTERPRISE CRUDE PIPELINE LLC,29.345464,-94.935654,CRUDE OIL,6.0,0.0,3.0,NO,,NO,,,MATERIAL OTHER THAN CARBON STEEL,OTHER,,29.345464,-94.935654,0.22,nearest_place,,,,,Texas City,TX,Galveston County,77590,US,TIGER/Line® dataset from the US Census Bureau,3.0,1
3854,2011,"OILTANKING PORT NECHES, LLC",29.970953,-93.938061,CRUDE OIL,4.0,0.0,0.0,NO,,NO,,NO,,LEAK,PINHOLE,29.973364,-93.935235,0.95,nearest_street,542,Pine St,,,Port Neches,TX,Jefferson County,77651,US,TIGER/Line® dataset from the US Census Bureau,4.0,1
3856,2011,ENTERPRISE PRODUCTS OPERATING LLC,35.02529,-101.51128,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.35,0.0,0.0,NO,,NO,,,,LEAK,PINHOLE,35.030367,-101.511968,0.94,nearest_street,8759,Kilo Rd,,,Claude,TX,Armstrong County,79019,US,TIGER/Line® dataset from the US Census Bureau,0.35,1
3859,2011,"PLAINS PIPELINE, L.P.",31.960602,-102.617793,CRUDE OIL,73.0,0.0,73.0,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,31.960602,-102.617793,0.35,nearest_place,,,,,Goldsmith,TX,Ector County,79741,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3863,2011,SUNOCO PIPELINE L.P.,31.12252,-97.19946,CRUDE OIL,0.12,0.0,0.0,NO,,NO,,NO,,LEAK,SEAL OR PACKING,31.117765,-97.203169,0.94,nearest_street,5998,Oil Loop,,,Temple,TX,Bell County,76501,US,TIGER/Line® dataset from the US Census Bureau,0.12,1
3865,2011,WEST TEXAS GULF PIPELINE CO,32.4819,-94.8351,CRUDE OIL,1.0,0.0,0.0,NO,,NO,,YES,,LEAK,PINHOLE,32.481413,-94.835009,1.0,rooftop,343,Private Road 2161,,,Longview,TX,Gregg County,75604,US,Gregg,1.0,1
3867,2011,ENTERPRISE CRUDE PIPELINE LLC,29.193445,-96.984823,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,210.0,0.0,10.0,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,29.193462,-96.984795,1.0,rooftop,17596,US Highway 77 S,,,Yoakum,TX,Lavaca County,77995,US,Lavaca,200.0,1
3871,2011,MOTIVA ENTERPRISE LLC,29.86809,-93.95744,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.16,0.0,0.16,NO,,NO,,NO,,OTHER,,29.868897,-93.956686,0.99,rooftop,1048,W Gulfway Dr,,,Port Arthur,TX,Jefferson County,77640,US,Jefferson,0.0,1
3874,2011,SUNOCO PIPELINE L.P.,30.14105,-94.39892,CRUDE OIL,0.5,0.0,0.0,NO,,NO,,NO,,LEAK,PINHOLE,30.140858,-94.40012,0.99,rooftop,190,N Cannon St,,,Sour Lake,TX,Hardin County,77659,US,Hardin,0.5,1
3877,2011,CONOCOPHILLIPS,31.362222,-101.7825,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,10.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,31.362222,-101.7825,0.04,nearest_place,,,,,Rankin,TX,Upton County,79778,US,TIGER/Line® dataset from the US Census Bureau,10.0,1
3884,2011,ENTERPRISE CRUDE PIPELINE LLC,33.4166975,-98.74844135,CRUDE OIL,0.5,0.0,0.0,NO,,NO,,,,LEAK,PINHOLE,33.424572,-98.748627,0.93,nearest_street,839,Cottonwood Rd,,,Olney,TX,Archer County,76374,US,TIGER/Line® dataset from the US Census Bureau,0.5,1
3885,2011,ENTERPRISE PRODUCTS OPERATING LLC,29.72703,-95.1737,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,80.0,0.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,PINHOLE,29.727379,-95.17382,1.0,rooftop,603,N Preston,,,Pasadena,TX,Harris County,77506,US,Harris,80.0,1
3892,2011,ENTERPRISE PRODUCTS OPERATING LLC,30.034033,-96.435533,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.35,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,30.033831,-96.436438,0.99,rooftop,6670,Schulz Ln,,,Bleiblerville,TX,Austin County,78931,US,Austin,0.35,1
3893,2011,"KINDER MORGAN LIQUID TERMINALS, LLC",29.43573,-95.121835,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.24,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,29.437701,-95.1196,0.96,nearest_street,8200,Farm To Market Rd 517,,,Dickinson,TX,Galveston County,77539,US,TIGER/Line® dataset from the US Census Bureau,0.24,1
3894,2011,CONOCOPHILLIPS,34.133131,-98.262922,CRUDE OIL,1.7,0.0,0.9,NO,,NO,,,CARBON STEEL,LEAK,OTHER,34.133131,-98.262922,0.07,nearest_place,,,,,Petrolia,TX,,76377,US,TIGER/Line® dataset from the US Census Bureau,0.7999999999999999,1
3895,2011,ENTERPRISE PRODUCTS OPERATING LLC,29.878864,-93.986341,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,500.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,29.878864,-93.986341,0.35,nearest_place,,,,,Port Arthur,TX,Jefferson County,77640,US,TIGER/Line® dataset from the US Census Bureau,500.0,1
3900,2011,CHEVRON PIPE LINE CO,32.251168,-101.305851,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,12836.0,405.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,32.251168,-101.305851,0.16,nearest_place,,,,,Coahoma,TX,Howard County,79511,US,TIGER/Line® dataset from the US Census Bureau,13241.0,1
3901,2011,ENTERPRISE CRUDE PIPELINE LLC,32.303575,-102.548583,CRUDE OIL,560.0,0.0,440.0,NO,,NO,,NO,CARBON STEEL,MECHANICAL PUNCTURE,,32.304464,-102.548561,0.99,rooftop,1600,SW Mustang Dr,,,Andrews,TX,Andrews County,79714,US,Andrews,120.0,1
3902,2011,CONOCOPHILLIPS,35.684911,-101.359211,CRUDE OIL,4.7,0.0,0.6,NO,,NO,,,,LEAK,PINHOLE,35.690166,-101.358065,0.94,nearest_street,319,2nd St,,,Borger,TX,Hutchinson County,79007,US,TIGER/Line® dataset from the US Census Bureau,4.1000000000000005,1
3904,2011,"PLAINS PIPELINE, L.P.",32.01798,-102.026495,CRUDE OIL,4.0,0.0,4.0,NO,,NO,,YES,,LEAK,PINHOLE,32.018219,-102.025527,0.99,rooftop,3400,E Hwy 80,,,Midland,TX,Midland County,79706,US,Midland,0.0,1
3907,2011,SUNOCO PIPELINE L.P.,32.1147,-94.9633,CRUDE OIL,2.0,0.0,0.0,NO,,NO,,YES,,LEAK,PINHOLE,32.11448,-94.962349,0.99,rooftop,5420,S County Rd 476,,,Henderson,TX,Rusk County,75654,US,Rusk,2.0,1
3908,2011,SUNOCO PIPELINE L.P.,32.06704,-96.4719,CRUDE OIL,4.0,0.0,1.0,NO,,NO,,NO,,LEAK,PINHOLE,32.061999,-96.469949,0.94,nearest_street,1156,N Spikes Rd,,,Corsicana,TX,Navarro County,75110,US,TIGER/Line® dataset from the US Census Bureau,3.0,1
3911,2011,ENTERPRISE CRUDE PIPELINE LLC,33.86357,-97.95564,CRUDE OIL,0.5,0.0,0.0,NO,,NO,,YES,,RUPTURE,,33.863465,-97.955668,1.0,rooftop,1030,Pump Station Rd,,,Ringgold,TX,Montague County,76261,US,Montague,0.5,1
3917,2011,EXXONMOBIL PIPELINE CO,29.887222,-95.374444,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,20.0,0.0,20.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.887446,-95.373624,0.99,rooftop,13003,Bauman Rd,,,Houston,TX,Harris County,77037,US,Greater Houston,0.0,1
3918,2011,ENTERPRISE CRUDE PIPELINE LLC,29.084431,-95.403144,CRUDE OIL,250.0,0.0,200.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,29.084674,-95.404029,0.99,rooftop,33503,Blue Crab Ct,,,Richwood,TX,Brazoria County,77515,US,Brazoria,50.0,1
3926,2011,"MAGELLAN PIPELINE COMPANY, LP",33.83299,-98.27806,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,928.5,0.0,928.5,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,33.832508,-98.277524,1.0,rooftop,410,Brown Rd,,,Henrietta,TX,Clay County,76365,US,Clay,0.0,1
3927,2011,ENTERPRISE CRUDE PIPELINE LLC,29.206868,-94.561023,CRUDE OIL,5.0,0.0,2.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,29.206868,-94.561023,0.03,nearest_place,,,,,Galveston,TX,,77550,US,TIGER/Line® dataset from the US Census Bureau,3.0,1
3928,2011,EXXONMOBIL PIPELINE CO,28.804167,-96.793611,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.0,0.0,0.0,NO,,NO,,,,LEAK,SEAL OR PACKING,28.802,-96.787185,0.94,nearest_street,2334,Venglar Rd,,,Inez,TX,Victoria County,77968,US,TIGER/Line® dataset from the US Census Bureau,1.0,1
3929,2011,MOBIL CORP,28.804167,-96.793611,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.0,0.0,0.0,NO,,NO,,,,LEAK,PINHOLE,28.802,-96.787185,0.94,nearest_street,2334,Venglar Rd,,,Inez,TX,Victoria County,77968,US,TIGER/Line® dataset from the US Census Bureau,1.0,1
3936,2011,"MAGELLAN PIPELINE COMPANY, LP",33.83799,-98.27639,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,131.0,0.0,131.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,33.836857,-98.276297,0.99,nearest_street,,US 82,,,Bluegrove,TX,Clay County,76352,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3943,2011,"KOCH PIPELINE COMPANY, L.P.",27.91036,-97.40839,CRUDE OIL,15.0,0.0,6.0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,27.911759,-97.409185,0.99,rooftop,4043,Farm To Market Rd 893,,,Portland,TX,San Patricio County,78374,US,Statewide Partial,9.0,1
3944,2011,"SHELL PIPELINE CO., L.P.",29.7182,-95.1278,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.0,0.0,2.83,NO,,NO,,NO,,LEAK,CONNECTION FAILURE,29.7182,-95.1278,0.24,nearest_place,,,,,Pasadena,TX,Harris County,77503,US,TIGER/Line® dataset from the US Census Bureau,0.16999999999999993,1
3946,2011,"PLAINS PIPELINE, L.P.",31.13193,-102.1906,CRUDE OIL,123.0,0.0,123.0,NO,,NO,,YES,CARBON STEEL,RUPTURE,,31.131123,-102.192153,0.99,rooftop,1154,County Rd 400,,,Mc Camey,TX,Upton County,79752,US,Upton,0.0,1
3949,2011,SUNOCO PIPELINE L.P.,31.1611,-94.6751,CRUDE OIL,1.5,0.0,0.0,NO,,NO,,YES,,LEAK,SEAL OR PACKING,31.160969,-94.67493,1.0,rooftop,6851,Farm To Market Rd 1818,,,Diboll,TX,Angelina County,75941,US,Angelina,1.5,1
3950,2011,"KINDER MORGAN LIQUID TERMINALS, LLC",29.43573,-95.121835,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.19,0.0,1.19,NO,,NO,,NO,,LEAK,CONNECTION FAILURE,29.437701,-95.1196,0.96,nearest_street,8200,Farm To Market Rd 517,,,Dickinson,TX,Galveston County,77539,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3953,2011,SEADRIFT PIPELINE CORP,27.72222,-97.76397,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1967.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,27.721885,-97.762243,0.97,nearest_street,3101,Nye Peterson St,,,Robstown,TX,Nueces County,78380,US,TIGER/Line® dataset from the US Census Bureau,1967.0,1
3956,2011,ONEOK NGL PIPELINE LP,33.179721,-96.302081,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2.6,12.0,0.0,NO,,NO,,YES,,LEAK,SEAL OR PACKING,33.179882,-96.301884,1.0,rooftop,19755,County Rd 656,,,Farmersville,TX,Collin County,75442,US,Collin,14.6,1
3958,2011,MOBIL CORP,30.11472,-94.64583,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.38,0.0,0.0,NO,,NO,,NO,,LEAK,PINHOLE,30.11467,-94.645488,1.0,rooftop,310,Main St,,,Dayton,TX,Liberty County,77535,US,Libery,0.38,1
3959,2011,WEST TEXAS GULF PIPELINE CO,31.7767,-98.39635,CRUDE OIL,70.0,0.0,60.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,31.77663,-98.399662,0.96,nearest_street,2118,Petit Rd,,,Gustine,TX,Comanche County,76455,US,TIGER/Line® dataset from the US Census Bureau,10.0,1
3961,2011,CHEVRON PIPE LINE CO,29.878953,-94.271735,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.28,0.0,0.0,NO,,NO,,,,LEAK,OTHER,29.87945,-94.270419,0.99,rooftop,16151,Craigen Rd,,,Beaumont,TX,Jefferson County,77705,US,Jefferson,0.28,1
3966,2011,CONOCOPHILLIPS,33.936514,-98.496967,CRUDE OIL,29.4,0.0,16.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,33.937605,-98.495224,0.96,nearest_street,220,Sinclair Blvd,,,Wichita Falls,TX,Wichita County,76306,US,TIGER/Line® dataset from the US Census Bureau,13.399999999999999,1
3969,2011,MOBIL CHEMICAL CO,30.08566,-94.026683,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.14,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,30.091736,-94.018895,0.92,nearest_street,2422,Wharton St,,,Vidor,TX,Orange County,77662,US,TIGER/Line® dataset from the US Census Bureau,0.14,1
3972,2011,"MAGELLAN PIPELINE COMPANY, LP",30.042343,-96.914558,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.3,0.0,1.18,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,30.042689,-96.9148,1.0,rooftop,6334,S US 77,,,Giddings,TX,Fayette County,78942,US,Fayette,1.1199999999999999,1
3975,2011,"PLAINS PIPELINE, L.P.",31.79133,-103.1334,CRUDE OIL,275.0,0.0,275.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,31.79133,-103.1334,0.3,nearest_place,,,,,Kermit,TX,Winkler County,79745,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3977,2011,WEST TEXAS GULF PIPELINE CO,32.5327,-100.8309,CRUDE OIL,1.0,0.0,0.0,NO,,NO,,YES,,LEAK,PINHOLE,32.531673,-100.830696,0.99,rooftop,3250,County Rd 4156,,,Hermleigh,TX,Scurry County,79526,US,Scurry,1.0,1
3978,2011,ENTERPRISE PRODUCTS OPERATING LLC,27.959521,-97.360576,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,50.0,450.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,27.959592,-97.360859,1.0,nearest_street,,US 181,,,Taft,TX,San Patricio County,78390,US,TIGER/Line® dataset from the US Census Bureau,500.0,1
3983,2011,CHEVRON PIPE LINE CO,32.777568,-102.950783,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,33.0,1014.0,0.0,NO,,NO,,,CARBON STEEL,LEAK,OTHER,32.777339,-102.950037,1.0,rooftop,451,County Rd 237,,,Seminole,TX,Gaines County,79360,US,Statewide Partial,1047.0,1
3988,2011,ENTERPRISE PRODUCTS OPERATING LLC,32.77698,-102.95071,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.0,0.0,0.0,NO,,NO,,,,LEAK,SEAL OR PACKING,32.777339,-102.950037,1.0,rooftop,451,County Rd 237,,,Seminole,TX,Gaines County,79360,US,Statewide Partial,1.0,1
3991,2011,"KINDER MORGAN LIQUID TERMINALS, LLC",29.726944,-95.203333,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.42,0.0,0.42,NO,,NO,,NO,,LEAK,SEAL OR PACKING,29.726715,-95.202654,1.0,rooftop,1201,N Witter,,,Pasadena,TX,Harris County,77506,US,Harris,0.0,1
3994,2011,ENTERPRISE CRUDE PIPELINE LLC,33.307077,-97.847271,CRUDE OIL,12229.0,0.0,4383.0,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,33.307232,-97.845769,0.99,rooftop,223,Private Road 1751,,,Chico,TX,Wise County,76431,US,Wise,7846.0,1
